month_,country_code,organization_type,city_name,first_online_date,shop_cnt,complete_orders,daily_orders
6,MX,Normal,Monterrey,2024-04-15,1,0,0.0
6,PE,CKA,Lima,2024-02-23,2,495,16.5
6,CO,Normal,Medellín,2024-05-04,1,12,0.4
6,CO,Normal,Cali,2024-06-07,3,150,6.25
6,MX,Normal,Guadalajara,2024-02-01,1,116,3.8666666666666667
6,CO,Normal,Barranquilla,2024-06-18,2,0,0.0
6,MX,CKA,Queretaro,2024-05-27,1,10,0.3333333333333333
6,MX,Normal,Los Mochis-Guasave,2024-02-02,1,55,1.8333333333333333
6,PE,Normal,Lima,2024-01-06,2,0,0.0
6,MX,Normal,Tijuana,2024-06-09,1,69,3.1363636363636362
6,MX,Normal,Mexicali,2024-04-01,1,49,1.6333333333333333
6,MX,Normal,Hermosillo,2024-03-04,2,1,0.03333333333333333
6,MX,Normal,Mexico City,2024-04-22,12,366,36.6
6,MX,CKA,Guadalajara,2024-03-21,5,130,4.333333333333333
6,MX,Normal,Tijuana,2024-04-05,2,6,0.2222222222222222
6,MX,Normal,Acapulco,2024-05-06,1,119,3.966666666666667
6,MX,Normal,Torreon,2024-02-23,6,282,9.4
6,MX,Normal,La Paz,2024-04-23,1,10,1.1111111111111112
6,MX,Normal,Merida,2024-06-14,1,117,6.882352941176471
6,CO,Normal,Bogotá_ D.C.,2024-02-14,3,27,0.9
6,MX,Normal,Queretaro,2024-02-16,3,16,0.5333333333333333
6,MX,Normal,Mexicali,2024-06-01,2,68,2.2666666666666666
6,MX,Normal,Merida,2024-03-23,1,0,0.0
6,CO,Normal,Cali,2024-06-05,3,198,7.615384615384615
6,MX,Normal,Tuxtla Gutierrez,2024-01-14,1,183,6.1
6,MX,Normal,Monterrey,2024-04-15,1,0,0.0
6,MX,CKA,Tijuana,2024-04-17,1,12,0.8
6,PE,Normal,Lima,2024-01-22,3,1,0.03333333333333333
6,MX,CKA,Tepic,2024-01-23,1,0,0.0
6,MX,CKA,Aguascalientes,2024-06-19,1,1,0.08333333333333333
6,MX,Normal,Guadalajara,2024-04-24,5,53,6.625
6,PE,CKA,Lima,2024-04-10,1,1,0.125
6,MX,Normal,Aguascalientes,2024-02-15,1,4,0.13333333333333333
6,MX,Normal,Toluca,2024-02-06,2,4,0.13333333333333333
6,MX,Normal,Veracruz,2024-02-20,3,48,1.6
6,MX,Normal,San Luis Potosi,2024-01-21,1,6,0.2
6,MX,Normal,Durango,2024-02-22,2,0,0.0
6,PE,Normal,Lima,2024-06-26,1,21,4.2
6,MX,Normal,Monterrey,2024-04-17,4,27,1.8
6,MX,CKA,Saltillo,2024-05-22,1,233,7.766666666666667
6,MX,Normal,Guadalajara,2024-03-09,3,62,2.066666666666667
6,MX,Normal,Tampico,2024-05-08,1,4,0.13333333333333333
6,MX,Normal,Xalapa,2024-03-22,2,16,0.5333333333333333
6,MX,CKA,Toluca,2024-04-13,1,50,2.6315789473684212
6,MX,Normal,Jaurez CHIH,2024-05-02,1,263,8.766666666666667
6,MX,Normal,Durango,2024-01-20,1,0,0.0
6,CO,CKA,Cali,2024-06-08,1,16,0.6956521739130435
6,CO,CKA,Barranquilla,2024-01-18,1,312,10.4
6,MX,Normal,Oaxaca,2024-04-18,2,4,0.25
6,CR,Normal,San Jose,2024-05-24,1,198,6.6
6,MX,Normal,Toluca,2024-03-27,3,591,19.7
6,MX,Normal,Monterrey,2024-01-16,6,57,1.9
6,MX,Normal,Tepic,2024-04-22,1,53,2.65
6,MX,CKA,Mexico City,2024-02-21,3,8,0.26666666666666666
6,MX,Normal,Mexico City,2024-04-03,7,1,1.0
6,MX,CKA,Cuernavaca,2024-03-25,1,0,0.0
6,MX,Normal,Merida,2024-04-21,1,0,0.0
6,MX,Normal,Guadalajara,2024-01-03,3,63,2.1
6,MX,Normal,Merida,2024-03-20,2,13,0.43333333333333335
6,CO,CKA,Cali,2024-04-30,1,0,0.0
6,MX,Normal,Oaxaca,2024-02-14,1,146,4.866666666666666
6,MX,Normal,Puebla,2024-06-11,2,81,4.05
6,CO,Normal,Cali,2024-03-18,5,274,9.133333333333333
6,MX,Normal,La Paz,2024-05-27,2,18,0.6
6,CO,Normal,Cali,2024-04-18,4,126,7.875
6,MX,Normal,Los Mochis-Guasave,2024-05-25,1,129,4.3
6,MX,Normal,Mexicali,2024-03-07,2,15,0.5
6,MX,CKA,Mexico City,2024-04-23,15,357,17.0
6,MX,Normal,Culiacan,2024-04-24,1,241,10.954545454545455
6,MX,Normal,Veracruz,2024-06-06,1,7,0.28
6,CO,Normal,Cali,2024-04-09,3,5,0.21739130434782608
6,CO,CKA,Bogotá_ D.C.,2024-04-02,1,192,6.4
6,MX,CKA,Matamoros,2024-01-25,2,198,6.6
6,MX,Normal,Tuxtla Gutierrez,2024-04-23,1,0,0.0
6,MX,Normal,Leon,2024-03-27,1,0,0.0
6,MX,Normal,Culiacan,2024-04-26,1,90,15.0
6,CR,Normal,San Jose,2024-01-17,6,51,1.7
6,MX,Normal,Hermosillo,2024-03-15,1,0,0.0
6,MX,Normal,Monterrey,2024-04-27,1,13,2.6
6,CO,CKA,Medellín,2024-05-20,2,74,2.466666666666667
6,MX,Normal,Culiacan,2024-04-09,3,254,11.043478260869565
6,MX,Normal,La Paz,2024-03-07,1,186,6.2
6,CO,Normal,Medellín,2024-06-05,6,337,12.961538461538462
6,CO,CKA,Medellín,2024-04-22,2,47,2.35
6,MX,Normal,Mexico City,2024-01-13,3,0,0.0
6,MX,Normal,Puerto Vallarta,2024-01-04,2,0,0.0
6,MX,Normal,Leon,2024-02-09,1,0,0.0
6,MX,Normal,Mexico City,2024-01-24,20,625,20.833333333333332
6,PE,CKA,Lima,2024-02-13,2,6,0.2
6,MX,Normal,Mexicali,2024-04-23,1,91,4.333333333333333
6,CO,Normal,Bogotá_ D.C.,2024-01-26,8,183,6.1
6,MX,Normal,Aguascalientes,2024-06-14,1,37,2.176470588235294
6,CO,Normal,Medellín,2024-06-26,1,0,0.0
6,PE,CKA,Lima,2024-01-04,1,9,0.3
6,MX,Normal,Colima,2024-04-29,1,21,7.0
6,PE,Normal,Lima,2024-01-08,5,503,16.766666666666666
6,MX,Normal,Durango,2024-02-12,1,0,0.0
6,MX,Normal,Toluca,2024-01-29,1,0,0.0
6,CO,CKA,Barranquilla,2024-05-18,1,131,4.366666666666666
6,MX,CKA,Guadalajara,2024-06-16,1,100,6.666666666666667
6,MX,Normal,Tampico,2024-06-21,1,1,0.1
6,CO,Normal,Medellín,2024-06-18,2,17,1.3076923076923077
6,MX,Normal,Monterrey,2024-06-30,1,1,1.0
6,MX,Normal,Puebla,2024-04-29,1,1,0.3333333333333333
6,MX,Normal,Jaurez CHIH,2024-01-25,4,0,0.0
6,CO,CKA,Bogotá_ D.C.,2024-03-20,2,320,10.666666666666666
6,MX,Normal,Merida,2024-04-16,3,36,2.5714285714285716
6,CR,CKA,San Jose,2024-05-06,1,26,0.8666666666666667
6,MX,Normal,Villahermosa,2024-01-10,1,20,0.6666666666666666
6,MX,CKA,Culiacan,2024-04-28,1,55,13.75
6,MX,Normal,Merida,2024-02-15,2,71,2.3666666666666667
6,MX,Normal,Toluca,2024-04-25,2,20,0.8695652173913043
6,CO,Normal,Bogotá_ D.C.,2024-06-19,2,58,4.833333333333333
6,MX,Normal,Chihuahua,2024-03-02,1,0,0.0
6,CO,Normal,Medellín,2024-06-08,2,14,0.6086956521739131
6,CO,Normal,Bogotá_ D.C.,2024-06-08,5,165,7.173913043478261
6,MX,Normal,Guadalajara,2024-03-15,8,731,24.366666666666667
6,MX,Normal,Guadalajara,2024-01-19,8,361,12.033333333333333
6,MX,Normal,Leon,2024-05-09,3,154,5.133333333333334
6,PE,Normal,Lima,2024-01-10,7,283,9.433333333333334
6,MX,CKA,Torreon,2024-05-12,2,109,3.6333333333333333
6,MX,Normal,Chihuahua,2024-04-20,3,28,2.3333333333333335
6,MX,Normal,Mexico City,2024-02-01,6,4,0.13333333333333333
6,MX,Normal,Torreon,2024-01-27,1,1,0.03333333333333333
6,CO,CKA,Cali,2024-04-30,1,6,0.21428571428571427
6,CO,Normal,Medellín,2024-01-08,1,4,0.13333333333333333
6,MX,CKA,Puebla,2024-06-14,1,25,1.4705882352941178
6,PE,Normal,Lima,2024-06-08,1,52,2.260869565217391
6,MX,Normal,Cordoba,2024-02-23,2,372,12.4
6,CO,Normal,Bogotá_ D.C.,2024-06-07,6,174,7.25
6,MX,Normal,Monterrey,2024-04-08,1,7,0.2916666666666667
6,MX,Normal,Monterrey,2024-04-26,2,7,1.1666666666666667
6,MX,Normal,Cuernavaca,2024-03-16,1,36,1.2
6,MX,Normal,Morelia,2024-02-28,1,568,18.933333333333334
6,CO,Normal,Bogotá_ D.C.,2024-05-07,1,109,3.6333333333333333
6,PE,Normal,Lima,2024-03-18,1,0,0.0
6,MX,Normal,Morelia,2024-02-23,1,64,2.1333333333333333
6,MX,Normal,Mexico City,2024-04-20,4,130,10.833333333333334
6,CR,Normal,San Jose,2024-06-20,1,0,0.0
6,MX,Normal,Torreon,2024-01-12,1,3,0.1
6,PE,CKA,Lima,2024-04-11,1,24,1.1428571428571428
6,MX,Normal,Guadalajara,2024-02-18,6,0,0.0
6,MX,Normal,Guadalajara,2024-04-04,3,111,3.9642857142857144
6,MX,Normal,Tijuana,2024-05-03,2,344,11.466666666666667
6,MX,CKA,Monterrey,2024-04-05,1,28,9.333333333333334
6,CR,Normal,San Jose,2024-04-08,8,72,12.0
6,MX,Normal,Mazatlan,2024-04-18,1,230,16.428571428571427
6,MX,Normal,Queretaro,2024-06-17,1,11,0.7857142857142857
6,CO,CKA,Barranquilla,2024-04-07,1,5,1.0
6,MX,Normal,Jaurez CHIH,2024-06-29,1,6,3.0
6,MX,Normal,Puebla,2024-04-17,2,8,0.5333333333333333
6,CO,CKA,Cali,2024-02-08,3,167,5.566666666666666
6,MX,Normal,Guadalajara,2024-05-28,1,161,5.366666666666666
6,CO,CKA,Barranquilla,2024-04-04,1,2,1.0
6,MX,Normal,Guadalajara,2024-03-18,1,0,0.0
6,MX,Normal,Morelia,2024-02-17,1,10,0.3333333333333333
6,CO,CKA,Cali,2024-04-03,1,1,1.0
6,MX,CKA,Torreon,2024-05-14,1,17,0.5666666666666667
6,MX,CKA,Guadalajara,2024-06-01,2,1741,58.03333333333333
6,MX,Normal,Tuxtla Gutierrez,2024-04-19,3,139,10.692307692307692
6,MX,Normal,Durango,2024-05-23,2,292,9.733333333333333
6,MX,Normal,Tijuana,2024-01-03,1,121,4.033333333333333
6,MX,Normal,Victoria,2024-02-01,1,1,0.03333333333333333
6,PE,Normal,Lima,2024-05-15,4,71,2.3666666666666667
6,MX,Normal,Guadalajara,2024-01-20,4,276,9.2
6,MX,Normal,Chihuahua,2024-05-07,1,0,0.0
6,MX,Normal,Torreon,2024-06-16,1,145,9.666666666666666
6,CO,Normal,Bogotá_ D.C.,2024-04-04,7,29,14.5
6,MX,Normal,Solidaridad,2024-06-14,1,30,1.7647058823529411
6,MX,Normal,Guadalajara,2024-01-21,2,56,1.8666666666666667
6,PE,Normal,Lima,2024-06-24,3,12,1.7142857142857142
6,MX,Normal,Saltillo,2024-06-18,1,28,2.1538461538461537
6,MX,Normal,Toluca,2024-06-21,3,20,2.0
6,MX,Normal,Torreon,2024-06-21,1,51,5.1
6,MX,Normal,Los Cabos,2024-05-09,1,21,0.7
6,MX,Normal,Puebla,2024-01-28,1,0,0.0
6,MX,Normal,Zacatecas,2024-02-12,1,19,0.6333333333333333
6,MX,Normal,Matamoros,2024-01-25,1,80,2.6666666666666665
6,CO,Normal,Medellín,2024-02-19,3,248,8.266666666666667
6,MX,Normal,Culiacan,2024-03-09,1,0,0.0
6,MX,Normal,Navojoa,2024-04-13,1,421,22.157894736842106
6,MX,CKA,Mazatlan,2024-01-15,1,0,0.0
6,MX,CKA,Queretaro,2024-02-04,1,7,0.23333333333333334
6,MX,Normal,Durango,2024-02-23,2,128,4.266666666666667
6,MX,Normal,Oaxaca,2024-05-18,1,0,0.0
6,CO,Normal,Bogotá_ D.C.,2024-04-19,14,484,28.470588235294116
6,MX,Normal,Toluca,2024-04-05,4,28,1.037037037037037
6,CO,Normal,Medellín,2024-02-27,3,29,0.9666666666666667
6,MX,Normal,San Luis Potosi,2024-04-25,1,0,0.0
6,MX,Normal,Mexico City,2024-04-28,3,0,0.0
6,CO,Normal,Bogotá_ D.C.,2024-01-24,4,0,0.0
6,MX,Normal,Chihuahua,2024-05-20,1,59,1.9666666666666666
6,MX,Normal,Mexico City,2024-02-09,14,1153,38.43333333333333
6,MX,Normal,Durango,2024-02-08,1,0,0.0
6,CO,Normal,Bucaramanga,2024-02-16,2,81,2.7
6,MX,Normal,San Luis Potosi,2024-02-04,1,0,0.0
6,MX,Normal,Jaurez CHIH,2024-01-16,1,12,0.4
6,MX,CKA,Puebla,2024-01-09,1,11,0.36666666666666664
6,MX,Normal,Torreon,2024-02-29,1,16,0.5333333333333333
6,MX,CKA,Culiacan,2024-03-26,1,58,1.9333333333333333
6,CO,Normal,Medellín,2024-06-01,3,104,3.466666666666667
6,MX,CKA,Monterrey,2024-05-16,1,1,0.03333333333333333
6,MX,CKA,Queretaro,2024-03-08,1,19,0.6333333333333333
6,MX,Normal,Mexicali,2024-04-23,1,78,8.666666666666666
6,MX,Normal,Mexicali,2024-02-29,1,60,2.0
6,MX,Normal,Merida,2024-03-08,2,111,3.7
6,CO,CKA,Medellín,2024-06-04,2,1022,37.851851851851855
6,CO,Normal,Medellín,2024-02-07,7,505,16.833333333333332
6,MX,Normal,San Luis Potosi,2024-02-10,1,0,0.0
6,MX,Normal,Jaurez CHIH,2024-01-18,2,0,0.0
6,MX,Normal,Mexicali,2024-04-15,1,0,0.0
6,PE,Normal,Lima,2024-06-23,1,51,6.375
6,PE,CKA,Lima,2024-04-04,3,29,14.5
6,MX,Normal,Veracruz,2024-06-07,2,97,4.041666666666667
6,MX,Normal,Tuxtla Gutierrez,2024-06-21,1,7,0.7
6,MX,CKA,Merida,2024-01-30,1,0,0.0
6,MX,CKA,Cancun,2024-03-27,1,186,6.2
6,MX,Normal,Puebla,2024-05-15,4,591,19.7
6,PE,Normal,Lima,2024-04-11,7,52,5.777777777777778
6,MX,CKA,Cancun,2024-02-17,1,164,5.466666666666667
6,CO,Normal,Cali,2024-03-08,1,0,0.0
6,MX,Normal,Ensenada,2024-02-24,1,0,0.0
6,MX,CKA,Ensenada,2024-06-15,1,111,6.9375
6,MX,CKA,Queretaro,2024-05-17,1,6,0.2
6,MX,Normal,Chihuahua,2024-06-04,1,35,1.2962962962962963
6,CO,CKA,Bogotá_ D.C.,2024-06-13,1,0,0.0
6,MX,Normal,Jaurez CHIH,2024-03-21,1,0,0.0
6,MX,Normal,Tepic,2024-06-10,1,6,0.2857142857142857
6,MX,Normal,Victoria,2024-03-24,1,86,2.8666666666666667
6,MX,CKA,Guadalajara,2024-01-24,1,109,3.6333333333333333
6,MX,Normal,Mexicali,2024-06-17,2,136,9.714285714285714
6,PE,Normal,Lima,2024-03-02,2,0,0.0
6,CO,Normal,Medellín,2024-05-14,3,159,5.3
6,MX,Normal,Toluca,2024-01-24,2,139,4.633333333333334
6,MX,CKA,Los Mochis-Guasave,2024-04-03,2,21,0.7241379310344828
6,MX,Normal,Queretaro,2024-05-22,1,12,0.4
6,CO,CKA,Medellín,2024-06-26,2,6,1.2
6,MX,Normal,Monterrey,2024-04-05,5,28,9.333333333333334
6,MX,Normal,Hermosillo,2024-03-02,2,21,0.7
6,CR,CKA,San Jose,2024-02-20,3,12,0.4
6,MX,CKA,Campeche,2024-01-25,5,225,7.5
6,MX,Normal,Hermosillo,2024-04-13,3,79,4.157894736842105
6,MX,Normal,Guadalajara,2024-05-15,4,337,11.233333333333333
6,MX,CKA,Queretaro,2024-03-23,1,1,0.03333333333333333
6,CO,Normal,Cali,2024-02-09,1,3,0.1
6,MX,Normal,Villahermosa,2024-01-13,1,11,0.36666666666666664
6,MX,Normal,Mexico City,2024-06-11,14,630,31.5
6,MX,Normal,Villahermosa,2024-06-17,2,41,2.9285714285714284
6,MX,Normal,Monterrey,2024-05-01,1,1,1.0
6,MX,Normal,Torreon,2024-01-18,2,70,2.3333333333333335
6,MX,Normal,Tijuana,2024-01-21,1,0,0.0
6,MX,Normal,Pachuca,2024-04-22,1,25,1.25
6,MX,Normal,Cuernavaca,2024-05-27,2,111,3.7
6,MX,CKA,Mexico City,2024-03-05,5,201,6.7
6,MX,Normal,Chihuahua,2024-06-10,1,1,0.047619047619047616
6,MX,CKA,Toluca,2024-05-23,1,55,1.8333333333333333
6,MX,Normal,Queretaro,2024-04-30,2,1,0.5
6,MX,CKA,Puebla,2024-04-22,3,239,11.95
6,MX,Normal,Culiacan,2024-04-26,1,289,12.041666666666666
6,MX,Normal,Oaxaca,2024-05-15,1,385,12.833333333333334
6,MX,Normal,La Paz,2024-03-17,1,47,1.5666666666666667
6,MX,CKA,Celaya,2024-04-03,1,28,0.9655172413793104
6,MX,CKA,Mexico City,2024-04-03,2,8,8.0
6,MX,Normal,Culiacan,2024-01-24,5,234,7.8
6,MX,Normal,Mexicali,2024-04-30,1,83,2.9642857142857144
6,MX,Normal,Tijuana,2024-05-24,3,94,3.1333333333333333
6,PE,CKA,Lima,2024-02-02,1,4,0.13333333333333333
6,PE,CKA,Lima,2024-03-26,1,17,0.5666666666666667
6,MX,Normal,Queretaro,2024-01-22,1,0,0.0
6,CR,CKA,San Jose,2024-04-05,1,14,4.666666666666667
6,MX,Normal,Merida,2024-03-01,1,0,0.0
6,MX,CKA,Los Mochis-Guasave,2024-06-13,1,117,6.5
6,MX,Normal,Oaxaca,2024-02-17,1,60,2.0
6,MX,CKA,Puebla,2024-04-19,2,56,4.3076923076923075
6,MX,Normal,Ensenada,2024-02-15,1,12,0.4
6,PE,CKA,Lima,2024-06-29,5,5,2.5
6,CO,Normal,Bogotá_ D.C.,2024-04-29,1,4,1.3333333333333333
6,CO,Normal,Bogotá_ D.C.,2024-04-19,14,104,8.0
6,PE,CKA,Lima,2024-05-29,3,158,5.266666666666667
6,MX,CKA,Guadalajara,2024-04-20,2,10,0.5555555555555556
6,MX,Normal,Guadalajara,2024-04-05,2,75,2.7777777777777777
6,CO,CKA,Barranquilla,2024-04-02,1,169,5.633333333333334
6,MX,Normal,San Juan del Río,2024-06-04,1,31,1.1481481481481481
6,MX,Normal,Durango,2024-04-25,2,59,8.428571428571429
6,MX,Normal,Chihuahua,2024-03-20,2,4,0.13333333333333333
6,CO,Normal,Bogotá_ D.C.,2024-05-23,1,163,5.433333333333334
6,MX,CKA,Tepic,2024-05-11,1,253,8.433333333333334
6,MX,CKA,Durango,2024-04-08,1,2,0.3333333333333333
6,MX,Normal,Jaurez CHIH,2024-06-04,2,246,9.11111111111111
6,CO,Normal,Cali,2024-01-30,1,133,4.433333333333334
6,MX,Normal,Durango,2024-04-23,1,122,5.809523809523809
6,MX,Normal,Hermosillo,2024-03-11,1,0,0.0
6,MX,Normal,Puebla,2024-01-19,1,0,0.0
6,CO,Normal,Bogotá_ D.C.,2024-04-10,5,9,0.4090909090909091
6,MX,CKA,Puebla,2024-06-12,1,67,3.526315789473684
6,MX,Normal,La Paz,2024-06-23,1,6,0.75
6,MX,Normal,Monterrey,2024-06-21,12,175,17.5
6,MX,Normal,Oaxaca,2024-06-24,2,9,1.2857142857142858
6,MX,Normal,Tuxtla Gutierrez,2024-04-23,1,0,0.0
6,MX,Normal,San Luis Potosi,2024-06-07,1,56,2.3333333333333335
6,CO,Normal,Medellín,2024-01-26,2,182,6.066666666666666
6,MX,Normal,Salamanca,2024-04-11,1,84,9.333333333333334
6,MX,CKA,Mexico City,2024-05-18,1,39,1.3
6,MX,Normal,Tlaxcala,2024-04-04,2,0,0.0
6,MX,Normal,San Luis Potosi,2024-05-24,2,20,0.6666666666666666
6,MX,Normal,San Luis Potosi,2024-01-24,1,13,0.43333333333333335
6,MX,CKA,Mexico City,2024-03-01,1,122,4.066666666666666
6,MX,Normal,Hermosillo,2024-04-10,1,6,0.2727272727272727
6,MX,Normal,Toluca,2024-04-03,1,2,2.0
6,MX,CKA,Puebla,2024-06-05,1,147,5.653846153846154
6,MX,Normal,Hermosillo,2024-01-03,1,0,0.0
6,MX,CKA,Tehuacan,2024-06-10,1,3,0.14285714285714285
6,PE,Normal,Lima,2024-01-13,5,175,5.833333333333333
6,MX,CKA,Guadalajara,2024-02-28,1,0,0.0
6,MX,CKA,Guadalajara,2024-05-13,2,266,8.866666666666667
6,MX,Normal,Los Cabos,2024-05-20,1,343,11.433333333333334
6,CO,Normal,Medellín,2024-04-26,1,1,0.16666666666666666
6,CO,CKA,Bogotá_ D.C.,2024-02-05,1,9,0.3
6,CO,Normal,Medellín,2024-04-04,10,236,8.428571428571429
6,MX,Normal,Oaxaca,2024-03-11,1,5,0.16666666666666666
6,CO,CKA,Cali,2024-03-01,1,12,0.4
6,CO,Normal,Barranquilla,2024-02-12,1,0,0.0
6,MX,Normal,Ciudad Obregon,2024-03-06,2,261,8.7
6,MX,Normal,San Luis Potosi,2024-02-27,1,17,0.5666666666666667
6,MX,Normal,Jaurez CHIH,2024-04-10,2,366,16.636363636363637
6,MX,Normal,Jaurez CHIH,2024-01-29,1,8,0.26666666666666666
6,CO,Normal,Bogotá_ D.C.,2024-04-11,3,3,0.3333333333333333
6,CO,CKA,Barranquilla,2024-05-20,1,2,0.06666666666666667
6,MX,Normal,Queretaro,2024-03-05,1,24,0.8
6,MX,Normal,Tampico,2024-01-08,1,11,0.36666666666666664
6,PE,CKA,Lima,2024-03-15,1,26,0.8666666666666667
6,MX,Normal,San Luis Potosi,2024-02-17,1,0,0.0
6,CO,Normal,Barranquilla,2024-05-10,1,13,0.43333333333333335
6,MX,Normal,Villahermosa,2024-02-24,2,0,0.0
6,MX,Normal,Guadalajara,2024-02-20,4,104,3.466666666666667
6,MX,Normal,Mazatlan,2024-01-31,1,28,0.9333333333333333
6,MX,Normal,Cancun,2024-02-08,1,0,0.0
6,MX,Normal,Mexico City,2024-03-12,11,142,4.733333333333333
6,MX,Normal,Veracruz,2024-06-19,1,10,0.8333333333333334
6,CR,Normal,San Jose,2024-04-26,1,2,0.08333333333333333
6,CO,Normal,Cartagena,2024-04-17,1,8,0.5333333333333333
6,MX,Normal,Mexico City,2024-02-27,7,142,4.733333333333333
6,MX,Normal,Tepic,2024-03-20,2,139,4.633333333333334
6,MX,Normal,Hermosillo,2024-04-01,6,337,11.233333333333333
6,MX,Normal,Mexico City,2024-01-05,6,19,0.6333333333333333
6,MX,Normal,Morelia,2024-02-12,1,0,0.0
6,CO,Normal,Bucaramanga,2024-04-18,1,49,3.5
6,MX,Normal,Mexicali,2024-04-17,1,113,7.533333333333333
6,MX,Normal,Matamoros,2024-04-03,1,5,5.0
6,MX,Normal,Chihuahua,2024-04-03,2,3,0.10344827586206896
6,MX,CKA,Queretaro,2024-01-24,1,0,0.0
6,MX,Normal,San Luis Potosi,2024-01-03,1,130,4.333333333333333
6,MX,Normal,Ensenada,2024-04-30,1,9,0.32142857142857145
6,MX,Normal,Toluca,2024-05-25,1,58,1.9333333333333333
6,MX,Normal,Cancun,2024-04-20,1,53,2.9444444444444446
6,MX,Normal,Toluca,2024-02-08,1,1,0.03333333333333333
6,MX,Normal,Jaurez CHIH,2024-03-25,1,8,0.26666666666666666
6,CO,Normal,Cali,2024-05-15,2,6,0.2
6,MX,Normal,Mexico City,2024-04-30,2,91,3.25
6,MX,CKA,Tijuana,2024-04-17,1,21,1.4
6,MX,Normal,Monterrey,2024-06-29,1,1,0.5
6,MX,Normal,San Luis Potosi,2024-03-30,1,18,0.6
6,MX,Normal,Tijuana,2024-01-19,2,1245,41.5
6,MX,Normal,Tampico,2024-03-09,1,8,0.26666666666666666
6,MX,Normal,Monterrey,2024-02-07,3,287,9.566666666666666
6,CO,CKA,Bogotá_ D.C.,2024-05-17,3,110,3.6666666666666665
6,MX,Normal,Leon,2024-06-12,2,45,2.3684210526315788
6,MX,Normal,Guadalajara,2024-06-11,7,342,17.1
6,MX,Normal,Puebla,2024-03-25,1,35,1.1666666666666667
6,MX,CKA,Guadalajara,2024-03-22,2,47,1.5666666666666667
6,MX,Normal,Culiacan,2024-04-05,1,6,2.0
6,MX,Normal,Aguascalientes,2024-05-11,2,160,5.333333333333333
6,MX,Normal,Cancun,2024-02-19,2,47,1.5666666666666667
6,MX,Normal,Cuernavaca,2024-02-20,2,310,10.333333333333334
6,MX,Normal,Veracruz,2024-05-21,1,0,0.0
6,MX,Normal,Mazatlan,2024-03-17,1,125,4.166666666666667
6,MX,Normal,Nuevo Laredo,2024-04-10,1,63,2.8636363636363638
6,MX,CKA,Tuxtla Gutierrez,2024-06-01,1,171,5.7
6,MX,Normal,Mexicali,2024-03-13,1,117,3.9
6,MX,Normal,Mexicali,2024-05-17,2,92,3.066666666666667
6,MX,Normal,Puebla,2024-04-03,2,14,14.0
6,PE,Normal,Lima,2024-04-05,5,155,5.7407407407407405
6,MX,Normal,Guadalajara,2024-04-25,6,272,11.826086956521738
6,CO,CKA,Cali,2024-02-27,1,22,0.7333333333333333
6,MX,Normal,Queretaro,2024-04-22,1,10,1.0
6,MX,Normal,Culiacan,2024-06-19,2,111,9.25
6,MX,Normal,Tijuana,2024-05-17,3,180,6.0
6,CO,Normal,Medellín,2024-02-13,2,2,0.06666666666666667
6,PE,CKA,Lima,2024-03-05,1,9,0.3
6,MX,Normal,Puerto Vallarta,2024-01-26,1,0,0.0
6,MX,Normal,Guadalajara,2024-06-19,14,303,25.25
6,CR,Normal,San Jose,2024-06-13,3,33,1.8333333333333333
6,MX,Normal,Mexico City,2024-03-23,6,91,3.033333333333333
6,MX,CKA,Guadalajara,2024-04-28,2,15,0.5769230769230769
6,CO,Normal,Bucaramanga,2024-04-04,1,0,0.0
6,MX,Normal,Puebla,2024-04-11,4,152,7.238095238095238
6,MX,CKA,Jaurez CHIH,2024-04-09,2,173,24.714285714285715
6,MX,Normal,Toluca,2024-04-04,1,0,0.0
6,MX,Normal,Xalapa,2024-06-15,1,1,0.0625
6,MX,Normal,Chetumal,2024-05-17,1,58,1.9333333333333333
6,MX,Normal,Jaurez CHIH,2024-05-16,2,32,1.0666666666666667
6,CO,Normal,Medellín,2024-06-07,4,64,2.6666666666666665
6,MX,CKA,Culiacan,2024-04-28,1,153,5.884615384615385
6,MX,Normal,Mazatlan,2024-04-25,1,10,0.43478260869565216
6,MX,CKA,Mexico City,2024-01-21,1,12,0.4
6,MX,Normal,Culiacan,2024-01-16,1,17,0.5666666666666667
6,MX,Normal,Torreon,2024-02-17,2,275,9.166666666666666
6,CO,Normal,Bucaramanga,2024-03-16,1,1,0.03333333333333333
6,MX,CKA,Queretaro,2024-04-17,3,22,1.4666666666666666
6,PE,Normal,Lima,2024-06-11,2,124,6.2
6,CO,Normal,Medellín,2024-05-01,2,167,5.758620689655173
6,MX,CKA,Aguascalientes,2024-02-21,3,59,1.9666666666666666
6,MX,CKA,Aguascalientes,2024-06-26,1,0,0.0
6,MX,Normal,Guadalajara,2024-05-17,12,1050,35.0
6,MX,Normal,Tampico,2024-05-17,1,22,0.7333333333333333
6,MX,Normal,Saltillo,2024-06-05,1,38,1.4615384615384615
6,MX,Normal,Cancun,2024-03-08,1,603,20.1
6,MX,Normal,Puebla,2024-02-24,3,261,8.7
6,MX,Normal,Monterrey,2024-05-10,1,39,1.3
6,MX,Normal,Los Mochis-Guasave,2024-06-20,2,19,1.7272727272727273
6,MX,Normal,Cuernavaca,2024-05-24,1,123,4.1
6,MX,Normal,Merida,2024-06-11,2,75,3.75
6,CO,Normal,Barranquilla,2024-03-18,2,31,1.0333333333333334
6,MX,Normal,Cancun,2024-02-23,1,141,4.7
