month_,country_code,organization_type,city_name,first_online_date,shop_cnt,complete_orders,daily_orders
6,PE,Normal,Lima,2024-03-31,2,0,0.0
6,MX,CKA,Puebla,2024-04-22,3,115,11.5
6,MX,Normal,Torreon,2024-04-18,1,0,0.0
6,MX,Normal,Tepic,2024-02-09,1,101,3.3666666666666667
6,MX,Normal,Mexicali,2024-03-04,4,436,14.533333333333333
6,MX,Normal,Hermosillo,2024-04-27,1,9,1.8
6,MX,Normal,Guadalajara,2024-03-29,1,13,0.43333333333333335
6,MX,Normal,Ensenada,2024-03-11,2,38,1.2666666666666666
6,CO,Normal,Cali,2024-06-30,1,0,0.0
6,MX,Normal,Guadalajara,2024-03-05,5,238,7.933333333333334
6,MX,Normal,Queretaro,2024-03-08,1,52,1.7333333333333334
6,MX,Normal,Xalapa,2024-05-07,1,35,1.1666666666666667
6,CO,CKA,Bogotá_ D.C.,2024-02-21,2,81,2.7
6,MX,Normal,Tepic,2024-05-11,1,10,0.3333333333333333
6,MX,Normal,Guadalajara,2024-03-16,1,10,0.3333333333333333
6,MX,Normal,Puebla,2024-04-15,1,2,0.11764705882352941
6,MX,Normal,Toluca,2024-06-18,1,5,0.38461538461538464
6,MX,Normal,Guadalajara,2024-02-07,8,923,30.766666666666666
6,CO,Normal,Cartagena,2024-04-11,1,30,3.3333333333333335
6,MX,CKA,Tlaxcala,2024-01-22,1,136,4.533333333333333
6,MX,CKA,Mexicali,2024-04-22,1,210,21.0
6,MX,Normal,Hermosillo,2024-02-06,1,77,2.566666666666667
6,CO,Normal,Cali,2024-04-15,2,41,2.411764705882353
6,MX,Normal,Tepic,2024-02-28,1,2,0.06666666666666667
6,MX,Normal,Pachuca,2024-06-26,1,0,0.0
6,CO,Normal,Bogotá_ D.C.,2024-03-07,8,292,9.733333333333333
6,MX,CKA,Durango,2024-05-30,1,29,0.9666666666666667
6,MX,Normal,Solidaridad,2024-01-25,2,45,1.5
6,MX,Normal,Ensenada,2024-02-19,1,0,0.0
6,MX,CKA,Leon,2024-05-21,1,524,17.466666666666665
6,MX,Normal,Mexico City,2024-03-09,5,101,3.3666666666666667
6,CO,Normal,Bogotá_ D.C.,2024-03-02,1,0,0.0
6,MX,Normal,Puebla,2024-06-26,1,0,0.0
6,CO,Normal,Medellín,2024-03-08,3,606,20.2
6,MX,Normal,Navojoa,2024-04-13,1,222,20.181818181818183
6,MX,CKA,Tampico,2024-02-07,1,48,1.6
6,CR,Normal,San Jose,2024-01-31,2,63,2.1
6,MX,Normal,Mexico City,2024-03-02,2,0,0.0
6,MX,Normal,Aguascalientes,2024-03-12,1,55,1.8333333333333333
6,MX,Normal,Hermosillo,2024-02-13,1,164,5.466666666666667
6,MX,Normal,Veracruz,2024-04-13,1,2,0.10526315789473684
6,MX,Normal,Puebla,2024-01-22,1,0,0.0
6,MX,CKA,Tehuacan,2024-06-06,2,177,7.08
6,MX,CKA,Mexico City,2024-04-17,3,8,0.5333333333333333
6,MX,Normal,Veracruz,2024-01-06,1,0,0.0
6,MX,Normal,Mexicali,2024-06-27,1,3,0.75
6,MX,Normal,Queretaro,2024-05-28,2,305,10.166666666666666
6,CO,CKA,Bogotá_ D.C.,2024-02-07,2,239,7.966666666666667
6,MX,CKA,Mexicali,2024-06-22,1,23,2.5555555555555554
6,MX,Normal,Guadalajara,2024-05-16,6,346,11.533333333333333
6,MX,Normal,Merida,2024-04-05,4,214,7.925925925925926
6,MX,Normal,Guadalajara,2024-04-07,1,6,1.2
6,CO,Normal,Bogotá_ D.C.,2024-05-21,3,993,33.1
6,PE,CKA,Lima,2024-03-23,4,55,1.8333333333333333
6,MX,Normal,Oaxaca,2024-02-23,1,394,13.133333333333333
6,CO,CKA,Medellín,2024-04-30,1,3,0.10714285714285714
6,CO,Normal,Cali,2024-06-24,1,20,2.857142857142857
6,MX,Normal,Chihuahua,2024-01-09,1,0,0.0
6,MX,Normal,La Paz,2024-05-22,1,58,1.9333333333333333
6,MX,Normal,Saltillo,2024-05-09,1,48,1.6
6,MX,Normal,Cuernavaca,2024-01-16,1,0,0.0
6,MX,Normal,Monterrey,2024-06-09,1,8,0.36363636363636365
6,MX,Normal,Tampico,2024-06-24,1,13,1.8571428571428572
6,MX,Normal,Mexico City,2024-06-04,16,928,34.370370370370374
6,MX,Normal,Queretaro,2024-01-27,1,0,0.0
6,CO,CKA,Bogotá_ D.C.,2024-01-21,1,4,0.13333333333333333
6,MX,CKA,San Luis Potosi,2024-03-14,1,16,0.5333333333333333
6,PE,Normal,Lima,2024-04-08,5,7,1.1666666666666667
6,MX,Normal,Monterrey,2024-04-04,3,474,16.928571428571427
6,MX,CKA,Mexicali,2024-06-01,1,149,4.966666666666667
6,MX,Normal,Tijuana,2024-01-26,1,18,0.6
6,MX,CKA,Mazatlan,2024-03-16,1,156,5.2
6,MX,Normal,Jaurez CHIH,2024-05-22,1,31,1.0333333333333334
6,CO,Normal,Medellín,2024-05-15,5,167,5.566666666666666
6,MX,Normal,Culiacan,2024-05-10,2,516,17.2
6,MX,Normal,Oaxaca,2024-03-20,1,35,1.1666666666666667
6,MX,Normal,Chihuahua,2024-04-16,1,4,0.25
6,MX,Normal,Tuxtla Gutierrez,2024-03-13,1,30,1.0
6,CO,Normal,Medellín,2024-04-06,2,3,0.75
6,MX,Normal,Cancun,2024-06-11,1,9,0.45
6,PE,Normal,Lima,2024-01-27,11,39,1.3
6,CR,Normal,San Jose,2024-04-25,3,113,4.913043478260869
6,MX,Normal,Guadalajara,2024-04-17,7,171,11.4
6,MX,Normal,Leon,2024-05-10,1,19,0.6333333333333333
6,MX,Normal,Pachuca,2024-04-16,1,0,0.0
6,MX,Normal,Leon,2024-06-25,1,4,0.6666666666666666
6,CO,Normal,Cali,2024-02-14,3,3,0.1
6,MX,Normal,Guadalajara,2024-03-13,3,51,1.7
6,MX,Normal,Puerto Vallarta,2024-06-18,1,55,4.230769230769231
6,MX,Normal,Cuernavaca,2024-04-03,1,44,1.5172413793103448
6,MX,Normal,Guadalajara,2024-06-15,8,466,29.125
6,CO,Normal,Cali,2024-06-25,4,72,12.0
6,PE,CKA,Lima,2024-04-30,1,5,0.17857142857142858
6,MX,Normal,Guadalajara,2024-04-10,3,38,4.75
6,MX,Normal,Monterrey,2024-04-25,6,19,2.7142857142857144
6,MX,Normal,Mexico City,2024-01-10,5,242,8.066666666666666
6,MX,CKA,Hermosillo,2024-03-11,1,56,1.8666666666666667
6,CO,Normal,Barranquilla,2024-04-17,2,40,2.6666666666666665
6,CO,Normal,Medellín,2024-04-11,5,374,17.80952380952381
6,CO,Normal,Bogotá_ D.C.,2024-01-11,5,35,1.1666666666666667
6,MX,Normal,Villahermosa,2024-05-11,1,22,0.7333333333333333
6,CO,Normal,Cali,2024-03-21,1,15,0.5
6,MX,CKA,Tijuana,2024-04-24,1,7,0.3181818181818182
6,MX,Normal,Mexicali,2024-03-14,2,51,1.7
6,PE,Normal,Lima,2024-03-29,1,21,0.7
6,CO,Normal,Cali,2024-02-17,2,0,0.0
6,MX,Normal,Guadalajara,2024-04-15,3,879,51.705882352941174
6,MX,Normal,Guadalajara,2024-06-03,5,321,11.464285714285714
6,PE,Normal,Lima,2024-06-21,1,9,0.9
6,MX,Normal,Mexico City,2024-02-24,7,298,9.933333333333334
6,MX,Normal,Puebla,2024-04-25,5,85,12.142857142857142
6,MX,Normal,Toluca,2024-04-11,2,29,1.380952380952381
6,MX,Normal,Leon,2024-04-05,1,16,0.5925925925925926
6,MX,Normal,Leon,2024-03-01,2,87,2.9
6,MX,Normal,Pachuca,2024-03-26,1,0,0.0
6,MX,CKA,Tijuana,2024-05-06,2,106,3.533333333333333
6,PE,CKA,Lima,2024-04-19,1,26,1.5294117647058822
6,MX,CKA,Mexico City,2024-02-20,1,2,0.06666666666666667
6,MX,CKA,Mazatlan,2024-05-21,1,252,8.4
6,MX,Normal,Merida,2024-01-19,1,15,0.5
6,MX,Normal,Tijuana,2024-03-20,1,0,0.0
6,MX,Normal,Villahermosa,2024-06-16,1,7,0.4666666666666667
6,MX,Normal,Puebla,2024-04-11,4,104,11.555555555555555
6,MX,Normal,Veracruz,2024-05-20,1,39,1.3
6,CO,CKA,Bogotá_ D.C.,2024-05-09,5,91,3.033333333333333
6,MX,Normal,Morelia,2024-01-18,1,39,1.3
6,MX,Normal,Chihuahua,2024-04-04,1,2,1.0
6,MX,CKA,Guadalajara,2024-04-28,2,1,0.25
6,MX,Normal,Veracruz,2024-04-27,1,0,0.0
6,MX,CKA,Villahermosa,2024-04-06,2,7,1.75
6,MX,Normal,Tampico,2024-05-28,1,68,2.2666666666666666
6,MX,CKA,Monterrey,2024-02-08,2,27,0.9
6,MX,Normal,Los Mochis-Guasave,2024-05-07,1,307,10.233333333333333
6,CR,Normal,San Jose,2024-03-11,1,4,0.13333333333333333
6,PE,CKA,Lima,2024-05-06,1,4,0.13333333333333333
6,MX,Normal,Mexicali,2024-01-09,1,31,1.0333333333333334
6,MX,Normal,Chihuahua,2024-02-06,1,1,0.03333333333333333
6,MX,Normal,Matamoros,2024-06-13,1,72,4.0
6,MX,CKA,Mexicali,2024-04-25,1,27,1.173913043478261
6,PE,CKA,Lima,2024-06-12,3,68,3.5789473684210527
6,MX,CKA,Monterrey,2024-02-10,1,47,1.5666666666666667
6,MX,Normal,Cordoba,2024-01-26,1,0,0.0
6,MX,Normal,Merida,2024-01-30,1,6,0.2
6,MX,Normal,Zacatecas,2024-06-21,1,2,0.2
6,MX,Normal,Puerto Vallarta,2024-04-04,1,5,2.5
6,PE,Normal,Lima,2024-06-20,4,39,3.5454545454545454
6,MX,Normal,Mexico City,2024-01-20,13,178,5.933333333333334
6,MX,Normal,Tuxtla Gutierrez,2024-01-24,1,0,0.0
6,MX,Normal,Pachuca,2024-04-26,2,10,0.4166666666666667
6,MX,Normal,Jaurez CHIH,2024-05-29,1,60,2.0
6,CO,Normal,Barranquilla,2024-01-25,1,1611,53.7
6,CO,Normal,Medellín,2024-04-10,1,0,0.0
6,MX,Normal,Queretaro,2024-03-13,2,162,5.4
6,MX,Normal,Culiacan,2024-01-03,1,148,4.933333333333334
6,MX,Normal,Culiacan,2024-05-16,1,124,4.133333333333334
6,CO,Normal,Bogotá_ D.C.,2024-03-18,4,75,2.5
6,MX,Normal,Oaxaca,2024-06-21,3,14,1.4
6,MX,Normal,Toluca,2024-04-25,2,5,0.7142857142857143
6,MX,Normal,Queretaro,2024-06-27,1,1,0.25
6,PE,Normal,Lima,2024-02-24,4,0,0.0
6,MX,CKA,San Luis Potosi,2024-05-04,1,4,0.13333333333333333
6,CR,Normal,San Jose,2024-05-09,3,57,1.9
6,MX,CKA,Tehuacan,2024-06-11,1,68,3.4
6,MX,Normal,Oaxaca,2024-01-26,1,144,4.8
6,MX,Normal,Tampico,2024-03-26,1,0,0.0
6,MX,Normal,Cancun,2024-01-29,2,0,0.0
6,MX,Normal,Culiacan,2024-02-08,3,161,5.366666666666666
6,CO,Normal,Bogotá_ D.C.,2024-01-05,3,160,5.333333333333333
6,MX,CKA,Leon,2024-04-24,3,82,10.25
6,MX,Normal,Leon,2024-04-19,1,39,3.0
6,MX,Normal,Torreon,2024-03-21,1,198,6.6
6,MX,Normal,Jaurez CHIH,2024-05-15,1,18,0.6
6,CO,CKA,Bogotá_ D.C.,2024-04-09,1,337,14.652173913043478
6,MX,Normal,Tepic,2024-06-13,2,33,1.8333333333333333
6,CO,Normal,Barranquilla,2024-04-07,1,0,0.0
6,MX,Normal,Cuernavaca,2024-04-22,1,80,4.0
6,MX,Normal,Mexico City,2024-06-29,2,5,2.5
6,MX,Normal,Jaurez CHIH,2024-06-19,2,37,3.0833333333333335
6,MX,Normal,Cancun,2024-06-26,1,4,0.8
6,MX,CKA,Leon,2024-05-06,2,10,0.3333333333333333
6,MX,Normal,Puerto Vallarta,2024-01-28,1,25,0.8333333333333334
6,MX,Normal,Monterrey,2024-02-02,4,188,6.266666666666667
6,PE,Normal,Lima,2024-05-25,1,0,0.0
6,MX,Normal,Colima,2024-05-06,1,119,3.966666666666667
6,MX,Normal,Cordoba,2024-02-08,1,115,3.8333333333333335
6,MX,Normal,Tijuana,2024-02-25,1,11,0.36666666666666664
6,MX,Normal,Tijuana,2024-06-13,3,221,12.277777777777779
6,CO,CKA,Bogotá_ D.C.,2024-01-27,1,8,0.26666666666666666
6,MX,Normal,Ciudad Obregon,2024-03-14,1,0,0.0
6,CO,CKA,Medellín,2024-05-22,2,0,0.0
6,MX,Normal,Oaxaca,2024-03-12,2,11,0.36666666666666664
6,MX,Normal,La Paz,2024-04-02,1,247,8.233333333333333
6,MX,Normal,Mexico City,2024-04-09,10,146,20.857142857142858
6,MX,Normal,Tijuana,2024-04-15,1,148,11.384615384615385
6,MX,Normal,Puebla,2024-03-26,2,7,0.23333333333333334
6,MX,Normal,Los Cabos,2024-03-05,1,5,0.16666666666666666
6,MX,CKA,Mexico City,2024-02-16,1,0,0.0
6,CR,Normal,San Jose,2024-04-23,3,45,2.142857142857143
6,MX,Normal,Merida,2024-01-31,1,3,0.1
6,MX,CKA,Zacatecas,2024-05-08,1,253,8.433333333333334
6,CO,CKA,Bogotá_ D.C.,2024-05-24,2,912,30.4
6,MX,Normal,Guadalajara,2024-05-31,1,52,1.7333333333333334
6,CO,Normal,Cali,2024-05-17,2,279,9.3
6,MX,Normal,Mexico City,2024-04-12,7,155,15.5
6,MX,Normal,Hermosillo,2024-02-15,3,184,6.133333333333334
6,MX,Normal,Cuernavaca,2024-04-10,2,15,1.875
6,MX,Normal,Saltillo,2024-02-17,1,0,0.0
6,MX,CKA,Cancun,2024-04-24,1,83,3.772727272727273
6,MX,CKA,Queretaro,2024-03-27,1,0,0.0
6,MX,CKA,Mazatlan,2024-01-27,1,0,0.0
6,MX,Normal,Queretaro,2024-01-16,1,0,0.0
6,MX,Normal,Tepic,2024-06-03,1,1,0.03571428571428571
6,MX,CKA,Monterrey,2024-04-12,3,201,10.05
6,MX,CKA,Monterrey,2024-05-18,1,0,0.0
6,CO,Normal,Cali,2024-01-05,1,11,0.36666666666666664
6,MX,Normal,Mexico City,2024-05-04,2,191,6.366666666666666
6,MX,Normal,Torreon,2024-04-18,1,0,0.0
6,CO,Normal,Bogotá_ D.C.,2024-06-10,1,88,4.190476190476191
6,MX,Normal,Guadalajara,2024-03-11,2,16,0.5333333333333333
6,MX,Normal,Mexico City,2024-06-24,8,39,5.571428571428571
6,CO,Normal,Cartagena,2024-06-01,1,23,0.7666666666666667
6,MX,Normal,Mexicali,2024-03-15,1,197,6.566666666666666
6,MX,Normal,Mexico City,2024-02-26,4,57,1.9
6,MX,Normal,Tijuana,2024-04-10,2,17,2.125
6,CO,Normal,Bogotá_ D.C.,2024-05-01,2,93,3.206896551724138
6,MX,Normal,Puebla,2024-01-02,1,27,0.9
6,MX,Normal,Mexico City,2024-04-16,12,896,56.0
6,MX,Normal,Mexicali,2024-05-18,1,115,3.8333333333333335
6,MX,CKA,Mexicali,2024-04-10,1,1227,55.77272727272727
6,MX,Normal,Monterrey,2024-06-25,5,34,5.666666666666667
6,MX,Normal,Matamoros,2024-04-04,1,2,1.0
6,MX,Normal,Mexico City,2024-03-05,9,344,11.466666666666667
6,MX,Normal,Durango,2024-06-05,1,27,1.0384615384615385
6,CO,Normal,Medellín,2024-02-06,6,276,9.2
6,MX,CKA,Culiacan,2024-05-29,1,221,7.366666666666666
6,MX,CKA,Chihuahua,2024-01-24,1,651,21.7
6,PE,Normal,Lima,2024-03-14,4,20,0.6666666666666666
6,MX,Normal,Tijuana,2024-05-16,1,34,1.1333333333333333
6,MX,Normal,Cuernavaca,2024-01-08,1,0,0.0
6,MX,CKA,Tuxtla Gutierrez,2024-03-27,2,10,0.3333333333333333
6,MX,CKA,Puebla,2024-05-29,2,123,4.1
6,MX,Normal,Tijuana,2024-06-06,1,126,5.04
6,MX,Normal,Mexico City,2024-01-26,11,372,12.4
6,MX,CKA,Puebla,2024-06-17,3,23,1.6428571428571428
6,CO,Normal,Bogotá_ D.C.,2024-04-05,6,52,17.333333333333332
6,MX,CKA,Leon,2024-04-23,2,91,4.333333333333333
6,MX,Normal,Victoria,2024-04-25,1,17,0.7391304347826086
6,MX,CKA,Mexico City,2024-04-02,1,31,1.0333333333333334
6,MX,Normal,Tijuana,2024-06-07,3,105,4.375
6,MX,Normal,Nuevo Laredo,2024-05-28,1,137,4.566666666666666
6,CO,Normal,Bucaramanga,2024-06-06,1,15,0.6
6,MX,Normal,Irapuato,2024-03-27,1,0,0.0
6,CR,Normal,San Jose,2024-04-18,3,42,3.0
6,MX,Normal,Solidaridad,2024-05-25,1,68,2.2666666666666666
6,MX,Normal,Torreon,2024-04-11,2,31,3.4444444444444446
6,MX,Normal,Mazatlan,2024-03-06,1,0,0.0
6,MX,Normal,Queretaro,2024-04-03,1,0,0.0
6,CO,Normal,Bogotá_ D.C.,2024-04-13,3,36,1.894736842105263
6,MX,Normal,Jaurez CHIH,2024-02-24,1,290,9.666666666666666
6,CR,CKA,San Jose,2024-05-08,1,88,2.933333333333333
6,MX,Normal,Jaurez CHIH,2024-06-17,1,62,4.428571428571429
6,MX,Normal,Puebla,2024-04-03,2,184,6.344827586206897
6,CO,CKA,Medellín,2024-06-05,7,600,23.076923076923077
6,MX,Normal,Mexico City,2024-04-23,11,167,7.9523809523809526
6,MX,Normal,Mazatlan,2024-01-11,2,113,3.7666666666666666
6,MX,Normal,Tepic,2024-04-22,1,31,3.1
6,MX,Normal,Colima,2024-06-05,1,26,1.0
6,MX,Normal,Tepic,2024-04-20,1,44,2.4444444444444446
6,CO,Normal,Bucaramanga,2024-06-24,1,2,0.2857142857142857
6,CO,Normal,Medellín,2024-01-23,3,0,0.0
6,MX,Normal,Los Cabos,2024-06-24,1,2,0.2857142857142857
6,MX,Normal,Monterrey,2024-05-06,3,3,0.1
6,MX,Normal,Tuxtla Gutierrez,2024-06-23,3,29,3.625
6,MX,Normal,Cancun,2024-04-12,1,6,0.6
6,CO,Normal,Cali,2024-01-19,1,76,2.533333333333333
6,MX,Normal,Ciudad Obregon,2024-01-21,1,208,6.933333333333334
6,MX,Normal,Cancun,2024-04-16,3,332,20.75
6,MX,Normal,Monterrey,2024-01-10,1,0,0.0
6,PE,CKA,Lima,2024-04-11,1,2,0.2222222222222222
6,MX,Normal,Guadalajara,2024-02-15,6,141,4.7
6,MX,Normal,Monterrey,2024-06-11,1,4,0.2
6,MX,Normal,Puebla,2024-02-12,3,20,0.6666666666666666
6,MX,Normal,Monterrey,2024-05-04,1,133,4.433333333333334
6,CO,CKA,Bogotá_ D.C.,2024-02-23,3,170,5.666666666666667
6,PE,CKA,Lima,2024-06-10,2,86,4.095238095238095
6,MX,Normal,Torreon,2024-06-03,1,35,1.25
6,MX,Normal,Victoria,2024-01-29,1,284,9.466666666666667
6,CO,Normal,Barranquilla,2024-02-22,2,6,0.2
6,MX,CKA,Guadalajara,2024-04-24,3,29,1.3181818181818181
6,MX,Normal,Celaya,2024-05-24,1,180,6.0
6,MX,Normal,Tijuana,2024-03-12,2,122,4.066666666666666
6,MX,Normal,Tuxtla Gutierrez,2024-05-10,1,21,0.7
6,CO,Normal,Bogotá_ D.C.,2024-05-04,1,17,0.5666666666666667
6,PE,Normal,Lima,2024-02-09,4,59,1.9666666666666666
6,MX,Normal,Villahermosa,2024-03-15,1,9,0.3
6,MX,Normal,Mexico City,2024-04-18,17,634,39.625
6,CR,Normal,San Jose,2024-01-23,1,87,2.9
6,MX,Normal,San Luis Potosi,2024-04-24,1,48,2.1818181818181817
6,MX,CKA,Guadalajara,2024-04-27,1,0,0.0
6,MX,Normal,Ensenada,2024-01-24,1,11,0.36666666666666664
6,CO,CKA,Barranquilla,2024-06-06,2,34,1.36
6,MX,Normal,Oaxaca,2024-01-07,1,0,0.0
6,CO,Normal,Bogotá_ D.C.,2024-06-21,5,84,8.4
6,MX,CKA,Puebla,2024-02-22,1,9,0.3
6,MX,CKA,Puebla,2024-04-24,3,218,9.909090909090908
6,MX,Normal,Durango,2024-03-28,1,8,0.26666666666666666
6,MX,Normal,Mexico City,2024-06-01,6,380,12.666666666666666
6,MX,Normal,Culiacan,2024-02-21,3,336,11.2
6,MX,Normal,Queretaro,2024-05-25,2,22,0.7333333333333333
6,MX,CKA,Durango,2024-04-08,1,29,1.2083333333333333
6,MX,Normal,Tampico,2024-02-13,2,585,19.5
6,MX,Normal,Mexico City,2024-01-17,9,281,9.366666666666667
6,MX,Normal,San Luis Potosi,2024-06-08,1,57,2.4782608695652173
6,CO,Normal,Medellín,2024-04-18,4,132,9.428571428571429
6,MX,Normal,Ensenada,2024-03-04,1,14,0.4666666666666667
6,CO,Normal,Bucaramanga,2024-04-04,1,0,0.0
6,MX,Normal,Cuernavaca,2024-01-27,1,3,0.1
6,MX,Normal,Oaxaca,2024-06-09,1,6,0.2727272727272727
6,MX,Normal,Puebla,2024-04-22,4,170,17.0
6,MX,CKA,Queretaro,2024-01-26,1,10,0.3333333333333333
6,MX,CKA,Torreon,2024-05-15,1,19,0.6333333333333333
6,PE,Normal,Lima,2024-03-05,3,9,0.3
6,MX,Normal,Toluca,2024-06-17,2,2,0.14285714285714285
6,CO,Normal,Bogotá_ D.C.,2024-01-30,1,0,0.0
6,CO,CKA,Barranquilla,2024-03-18,3,291,9.7
6,MX,Normal,Chihuahua,2024-01-28,1,0,0.0
6,MX,Normal,Guadalajara,2024-02-27,2,26,0.8666666666666667
6,MX,Normal,Mexico City,2024-05-24,12,305,10.166666666666666
6,MX,Normal,Culiacan,2024-04-15,2,11,0.8461538461538461
6,MX,Normal,Colima,2024-01-25,1,49,1.6333333333333333
6,CO,CKA,Bogotá_ D.C.,2024-04-05,1,0,0.0
6,PE,CKA,Lima,2024-01-15,1,0,0.0
6,MX,CKA,Acapulco,2024-05-28,1,0,0.0
6,MX,Normal,Leon,2024-02-08,2,12,0.4
6,MX,Normal,San Luis Potosi,2024-05-22,1,90,3.0
6,MX,Normal,La Paz,2024-03-21,1,49,1.6333333333333333
6,MX,CKA,Hermosillo,2024-06-20,1,30,2.727272727272727
6,MX,Normal,Durango,2024-06-29,1,2,1.0
6,CO,CKA,Cartagena,2024-04-25,1,0,0.0
6,CR,Normal,San Jose,2024-03-01,1,0,0.0
6,MX,CKA,Toluca,2024-03-15,1,34,1.1333333333333333
6,MX,CKA,Guadalajara,2024-05-02,6,119,3.966666666666667
6,MX,Normal,Hermosillo,2024-04-23,4,56,6.222222222222222
6,MX,Normal,Aguascalientes,2024-06-07,1,121,5.041666666666667
6,MX,Normal,Los Cabos,2024-03-15,1,58,1.9333333333333333
6,MX,Normal,Xalapa,2024-01-16,1,0,0.0
6,MX,Normal,Pachuca,2024-01-24,1,34,1.1333333333333333
6,MX,CKA,Mazatlan,2024-04-10,1,0,0.0
6,MX,Normal,Los Cabos,2024-03-12,1,9,0.3
6,CO,Normal,Barranquilla,2024-01-24,4,146,4.866666666666666
6,PE,Normal,Lima,2024-02-19,14,73,2.433333333333333
6,MX,Normal,Mexico City,2024-06-03,8,916,32.714285714285715
6,MX,CKA,Cuernavaca,2024-03-27,1,11,0.36666666666666664
6,MX,Normal,Chihuahua,2024-05-18,1,29,0.9666666666666667
6,MX,Normal,Campeche,2024-03-05,1,86,2.8666666666666667
6,MX,Normal,Villahermosa,2024-02-20,2,68,2.2666666666666666
6,CO,CKA,Cali,2024-04-19,1,0,0.0
6,MX,Normal,Coatzacoalcos,2024-03-11,2,10,0.3333333333333333
6,MX,Normal,Guadalajara,2024-04-01,2,241,8.033333333333333
6,MX,Normal,Aguascalientes,2024-06-08,1,2,0.08695652173913043
6,MX,Normal,Morelia,2024-06-04,1,68,2.5185185185185186
6,MX,Normal,Toluca,2024-03-18,1,206,6.866666666666666
6,CR,Normal,San Jose,2024-01-20,1,0,0.0
6,MX,CKA,Mexico City,2024-06-13,1,2,0.1111111111111111
6,CO,Normal,Bogotá_ D.C.,2024-04-25,3,126,18.0
6,MX,Normal,Queretaro,2024-02-27,2,36,1.2
6,MX,Normal,Torreon,2024-05-10,1,62,2.066666666666667
6,CO,CKA,Bogotá_ D.C.,2024-02-26,1,2,0.06666666666666667
6,MX,Normal,Toluca,2024-05-21,3,74,2.466666666666667
6,MX,Normal,Torreon,2024-04-08,1,0,0.0
6,MX,Normal,Monterrey,2024-04-18,3,511,31.9375
6,MX,Normal,Hermosillo,2024-06-24,1,30,4.285714285714286
6,MX,Normal,Torreon,2024-03-28,1,0,0.0
6,MX,CKA,Tijuana,2024-06-20,2,45,4.090909090909091
6,CO,CKA,Bogotá_ D.C.,2024-05-21,6,3174,105.8
6,MX,Normal,Guadalajara,2024-04-20,9,147,12.25
6,MX,Normal,Guadalajara,2024-01-14,1,0,0.0
6,PE,Normal,Lima,2024-03-08,3,91,3.033333333333333
6,MX,Normal,Culiacan,2024-02-12,1,0,0.0
6,MX,CKA,Monterrey,2024-01-22,1,109,3.6333333333333333
6,MX,Normal,Monterrey,2024-04-17,4,5,0.3333333333333333
6,CR,Normal,San Jose,2024-02-14,1,23,0.7666666666666667
6,MX,Normal,Torreon,2024-03-19,1,40,1.3333333333333333
6,CR,Normal,San Jose,2024-01-04,3,1,0.03333333333333333
6,MX,Normal,Tuxtla Gutierrez,2024-01-23,2,174,5.8
6,MX,Normal,Mexico City,2024-04-03,7,124,4.275862068965517
6,CO,CKA,Barranquilla,2024-06-07,2,125,5.208333333333333
6,MX,Normal,Chihuahua,2024-05-06,1,44,1.4666666666666666
6,MX,Normal,Ensenada,2024-02-20,1,272,9.066666666666666
6,MX,Normal,Leon,2024-06-29,1,1,0.5
6,MX,Normal,Aguascalientes,2024-04-11,2,1,0.1111111111111111
6,MX,Normal,Mexico City,2024-02-08,8,148,4.933333333333334
6,MX,Normal,Mexico City,2024-05-17,10,665,22.166666666666668
6,MX,Normal,Queretaro,2024-02-04,1,75,2.5
6,MX,Normal,Hermosillo,2024-02-17,3,76,2.533333333333333
6,MX,Normal,La Paz,2024-04-24,2,93,4.2272727272727275
6,PE,CKA,Lima,2024-02-17,1,5,0.16666666666666666
6,MX,Normal,Guadalajara,2024-01-18,5,618,20.6
6,MX,Normal,Mexicali,2024-04-11,2,122,13.555555555555555
6,MX,Normal,Culiacan,2024-03-04,1,0,0.0
6,CO,CKA,Medellín,2024-05-17,1,360,12.0
6,MX,CKA,Jaurez CHIH,2024-01-18,1,657,21.9
6,MX,Normal,Cancun,2024-04-23,1,0,0.0
6,MX,CKA,Aguascalientes,2024-06-07,1,197,8.208333333333334
6,CR,Normal,San Jose,2024-01-18,1,0,0.0
6,MX,CKA,Culiacan,2024-05-28,2,11,0.36666666666666664
6,MX,Normal,Monterrey,2024-04-23,3,2,0.09523809523809523
6,PE,CKA,Lima,2024-06-03,2,108,3.857142857142857
6,MX,Normal,Mexicali,2024-01-13,1,1507,50.233333333333334
6,MX,CKA,Durango,2024-02-13,1,60,2.0
6,MX,Normal,Los Cabos,2024-03-22,1,0,0.0
6,MX,Normal,Hermosillo,2024-05-22,1,12,0.4
6,MX,Normal,Ensenada,2024-03-05,1,129,4.3
6,MX,CKA,Campeche,2024-01-22,1,125,4.166666666666667
6,MX,Normal,Tuxtla Gutierrez,2024-05-23,1,317,10.566666666666666
6,MX,Normal,Mexico City,2024-03-22,14,618,20.6
6,MX,Normal,Monterrey,2024-05-18,1,120,4.0
6,MX,Normal,Tepic,2024-05-24,1,13,0.43333333333333335
6,MX,Normal,Culiacan,2024-03-26,1,39,1.3
6,MX,Normal,Monterrey,2024-01-23,4,70,2.3333333333333335
6,MX,Normal,Jaurez CHIH,2024-01-26,4,124,4.133333333333334
6,MX,CKA,Monterrey,2024-03-16,1,0,0.0
6,MX,Normal,Monterrey,2024-04-14,2,30,2.5
