country_code,city_name,organization_type,Stat Date(周),5 + order store count(week total)
PE,Lima,SME,2024-06-10 / 2024-06-16,105.0
MX,Poza Rica de Hidalgo,CKA,2024-06-03 / 2024-06-09,1.0
MX,Chetumal,CKA,2024-06-03 / 2024-06-09,1.0
MX,Puebla,CKA,2024-06-03 / 2024-06-09,105.0
MX,Celaya,CKA,2024-06-03 / 2024-06-09,13.0
MX,Colima,CKA,2024-06-03 / 2024-06-09,5.0
MX,Merida,CKA,2024-06-03 / 2024-06-09,30.0
MX,Tlaxcala,CKA,2024-06-03 / 2024-06-09,5.0
MX,Culiacan,CKA,2024-06-03 / 2024-06-09,120.0
MX,San Luis Potosi,CKA,2024-06-03 / 2024-06-09,31.0
MX,Delicias,CKA,2024-06-03 / 2024-06-09,2.0
MX,Irapuato,CKA,2024-06-03 / 2024-06-09,5.0
MX,Tijuana,CKA,2024-06-03 / 2024-06-09,123.0
MX,Durango,CKA,2024-06-03 / 2024-06-09,77.0
MX,Saltillo,CKA,2024-06-03 / 2024-06-09,50.0
MX,Zacatecas,CKA,2024-06-03 / 2024-06-09,10.0
MX,Cuernavaca,CKA,2024-06-03 / 2024-06-09,62.0
MX,Villahermosa,CKA,2024-06-03 / 2024-06-09,63.0
MX,Morelia,CKA,2024-06-03 / 2024-06-09,55.0
MX,Toluca,CKA,2024-06-03 / 2024-06-09,57.0
MX,Jaurez CHIH,CKA,2024-06-03 / 2024-06-09,160.0
MX,San Cristobal de las Casas,CKA,2024-06-03 / 2024-06-09,2.0
MX,Los Mochis-Guasave,CKA,2024-06-03 / 2024-06-09,23.0
MX,Puerto Vallarta,CKA,2024-06-03 / 2024-06-09,6.0
MX,Salamanca,CKA,2024-06-03 / 2024-06-09,1.0
MX,Torreon,CKA,2024-06-03 / 2024-06-09,46.0
MX,Mexico City,CKA,2024-06-03 / 2024-06-09,637.0
MX,Veracruz,CKA,2024-06-03 / 2024-06-09,17.0
MX,Matamoros,CKA,2024-06-03 / 2024-06-09,22.0
MX,Coatzacoalcos,CKA,2024-06-03 / 2024-06-09,3.0
MX,La Paz,CKA,2024-06-03 / 2024-06-09,8.0
MX,Navojoa,CKA,2024-06-03 / 2024-06-09,1.0
MX,Oaxaca,CKA,2024-06-03 / 2024-06-09,53.0
MX,Mazatlan,CKA,2024-06-03 / 2024-06-09,21.0
MX,Xalapa,CKA,2024-06-03 / 2024-06-09,1.0
MX,Cancun,CKA,2024-06-03 / 2024-06-09,53.0
MX,Chihuahua,CKA,2024-06-03 / 2024-06-09,149.0
MX,Nuevo Laredo,CKA,2024-06-03 / 2024-06-09,5.0
MX,Queretaro,CKA,2024-06-03 / 2024-06-09,81.0
MX,Tapachula,CKA,2024-06-03 / 2024-06-09,1.0
MX,Monterrey,CKA,2024-06-03 / 2024-06-09,327.0
MX,Pachuca,CKA,2024-06-03 / 2024-06-09,10.0
MX,Tehuacan,CKA,2024-06-03 / 2024-06-09,1.0
MX,Tuxtla Gutierrez,CKA,2024-06-03 / 2024-06-09,12.0
MX,Acapulco,CKA,2024-06-03 / 2024-06-09,2.0
MX,Los Cabos,CKA,2024-06-03 / 2024-06-09,8.0
MX,Solidaridad,CKA,2024-06-03 / 2024-06-09,2.0
MX,Hermosillo,CKA,2024-06-03 / 2024-06-09,67.0
MX,Victoria,CKA,2024-06-03 / 2024-06-09,10.0
MX,Mexicali,CKA,2024-06-03 / 2024-06-09,139.0
MX,Ensenada,CKA,2024-06-03 / 2024-06-09,36.0
MX,Leon,CKA,2024-06-03 / 2024-06-09,36.0
MX,Aguascalientes,CKA,2024-06-03 / 2024-06-09,28.0
MX,Tampico,CKA,2024-06-03 / 2024-06-09,32.0
MX,Cordoba,CKA,2024-06-03 / 2024-06-09,6.0
MX,Guadalajara,CKA,2024-06-03 / 2024-06-09,408.0
MX,Ciudad Obregon,CKA,2024-06-03 / 2024-06-09,39.0
MX,San Juan del Rio,CKA,2024-06-03 / 2024-06-09,6.0
MX,Campeche,CKA,2024-06-03 / 2024-06-09,2.0
MX,Tepic,CKA,2024-06-03 / 2024-06-09,31.0
MX,Carmen,CKA,2024-06-03 / 2024-06-09,1.0
MX,Manzanillo,CKA,2024-06-03 / 2024-06-09,8.0
MX,Monterrey,SME,2024-06-03 / 2024-06-09,563.0
MX,Aguascalientes,SME,2024-06-03 / 2024-06-09,92.0
MX,Pachuca,SME,2024-06-03 / 2024-06-09,23.0
MX,Delicias,SME,2024-06-03 / 2024-06-09,31.0
MX,Mazatlan,SME,2024-06-03 / 2024-06-09,62.0
MX,Xalapa,SME,2024-06-03 / 2024-06-09,17.0
MX,Villahermosa,SME,2024-06-03 / 2024-06-09,88.0
MX,Toluca,SME,2024-06-03 / 2024-06-09,106.0
MX,Salamanca,SME,2024-06-03 / 2024-06-09,11.0
MX,Zacatecas,SME,2024-06-03 / 2024-06-09,39.0
MX,Victoria,SME,2024-06-03 / 2024-06-09,53.0
MX,Tlaxcala,SME,2024-06-03 / 2024-06-09,29.0
MX,Poza Rica de Hidalgo,SME,2024-06-03 / 2024-06-09,11.0
MX,Ensenada,SME,2024-06-03 / 2024-06-09,132.0
MX,Acapulco,SME,2024-06-03 / 2024-06-09,23.0
MX,Cuernavaca,SME,2024-06-03 / 2024-06-09,101.0
MX,Merida,SME,2024-06-03 / 2024-06-09,77.0
MX,San Luis Potosi,SME,2024-06-03 / 2024-06-09,128.0
MX,Culiacan,SME,2024-06-03 / 2024-06-09,136.0
MX,Veracruz,SME,2024-06-03 / 2024-06-09,61.0
MX,Torreon,SME,2024-06-03 / 2024-06-09,102.0
MX,Celaya,SME,2024-06-03 / 2024-06-09,37.0
MX,San Cristobal de las Casas,SME,2024-06-03 / 2024-06-09,11.0
MX,Tapachula,SME,2024-06-03 / 2024-06-09,13.0
MX,Chetumal,SME,2024-06-03 / 2024-06-09,17.0
MX,Queretaro,SME,2024-06-03 / 2024-06-09,124.0
MX,Puebla,SME,2024-06-03 / 2024-06-09,172.0
MX,Morelia,SME,2024-06-03 / 2024-06-09,134.0
MX,Mexicali,SME,2024-06-03 / 2024-06-09,226.0
MX,Jaurez CHIH,SME,2024-06-03 / 2024-06-09,250.0
MX,Tuxtla Gutierrez,SME,2024-06-03 / 2024-06-09,87.0
MX,Guadalajara,SME,2024-06-03 / 2024-06-09,758.0
MX,Los Mochis-Guasave,SME,2024-06-03 / 2024-06-09,52.0
MX,Los Cabos,SME,2024-06-03 / 2024-06-09,37.0
MX,Solidaridad,SME,2024-06-03 / 2024-06-09,10.0
MX,Carmen,SME,2024-06-03 / 2024-06-09,12.0
MX,Tehuacan,SME,2024-06-03 / 2024-06-09,13.0
MX,Nuevo Laredo,SME,2024-06-03 / 2024-06-09,37.0
MX,Matamoros,SME,2024-06-03 / 2024-06-09,77.0
MX,Las Choapas,SME,2024-06-03 / 2024-06-09,8.0
MX,Campeche,SME,2024-06-03 / 2024-06-09,36.0
MX,Chihuahua,SME,2024-06-03 / 2024-06-09,105.0
MX,Irapuato,SME,2024-06-03 / 2024-06-09,34.0
MX,Oaxaca,SME,2024-06-03 / 2024-06-09,88.0
MX,Cancun,SME,2024-06-03 / 2024-06-09,114.0
MX,San Juan del Rio,SME,2024-06-03 / 2024-06-09,29.0
MX,Leon,SME,2024-06-03 / 2024-06-09,104.0
MX,Navojoa,SME,2024-06-03 / 2024-06-09,18.0
MX,Mexico City,SME,2024-06-03 / 2024-06-09,1082.0
MX,La Paz,SME,2024-06-03 / 2024-06-09,70.0
MX,Ciudad Obregon,SME,2024-06-03 / 2024-06-09,79.0
MX,Saltillo,SME,2024-06-03 / 2024-06-09,68.0
MX,Tijuana,SME,2024-06-03 / 2024-06-09,187.0
MX,Manzanillo,SME,2024-06-03 / 2024-06-09,30.0
MX,Puerto Vallarta,SME,2024-06-03 / 2024-06-09,41.0
MX,Tepic,SME,2024-06-03 / 2024-06-09,102.0
MX,Coatzacoalcos,SME,2024-06-03 / 2024-06-09,15.0
MX,Colima,SME,2024-06-03 / 2024-06-09,60.0
MX,Tampico,SME,2024-06-03 / 2024-06-09,77.0
MX,Durango,SME,2024-06-03 / 2024-06-09,167.0
MX,Cordoba,SME,2024-06-03 / 2024-06-09,36.0
MX,Hermosillo,SME,2024-06-03 / 2024-06-09,101.0
CO,Bucaramanga,CKA,2024-06-03 / 2024-06-09,10.0
CO,Bogota D.C.,CKA,2024-06-03 / 2024-06-09,340.0
CO,Barranquilla,CKA,2024-06-03 / 2024-06-09,43.0
CO,Cali,CKA,2024-06-03 / 2024-06-09,73.0
CO,Cartagena,CKA,2024-06-03 / 2024-06-09,1.0
CO,Medellin,CKA,2024-06-03 / 2024-06-09,255.0
CO,Barranquilla,SME,2024-06-03 / 2024-06-09,80.0
CO,Cartagena,SME,2024-06-03 / 2024-06-09,8.0
CO,Cali,SME,2024-06-03 / 2024-06-09,163.0
CO,Bucaramanga,SME,2024-06-03 / 2024-06-09,25.0
CO,Medellin,SME,2024-06-03 / 2024-06-09,281.0
CO,Bogota D.C.,SME,2024-06-03 / 2024-06-09,316.0
CO,Cucuta,SME,2024-06-03 / 2024-06-09,2.0
CR,San Jose,CKA,2024-06-03 / 2024-06-09,96.0
CR,San Jose,SME,2024-06-03 / 2024-06-09,103.0
PE,Lima,CKA,2024-06-03 / 2024-06-09,69.0
PE,Lima,SME,2024-06-03 / 2024-06-09,102.0
    
