country_code,city_name,organization_type,stat_date(月),Daily Orders
MX,Mazatlan,KA,2024-04-01 / 2024-04-01,1171
MX,Ensenada,KA,2024-04-01 / 2024-04-01,1102
MX,Mexicali,KA,2024-04-01 / 2024-04-01,3398
MX,Guadalajara,CKA,2024-04-01 / 2024-04-01,8193
MX,Guadalajara,KA,2024-04-01 / 2024-04-01,9353
MX,Guadalajara,DK,2024-04-01 / 2024-04-01,1032
MX,Valles City,SME,2024-04-01 / 2024-04-01,-
MX,Nuevo Laredo,DK,2024-04-01 / 2024-04-01,32
MX,Guanajuato,SME,2024-04-01 / 2024-04-01,-
MX,San Miguel de Allende,SME,2024-04-01 / 2024-04-01,0
MX,Matamoros,DK,2024-04-01 / 2024-04-01,5
MX,Irapuato,DK,2024-04-01 / 2024-04-01,-
MX,Aguascalientes,DK,2024-04-01 / 2024-04-01,17
MX,Celaya,DK,2024-04-01 / 2024-04-01,1
MX,San Juan del Río,DK,2024-04-01 / 2024-04-01,0
MX,Victoria,DK,2024-04-01 / 2024-04-01,7
MX,Piedras Negras,SME,2024-04-01 / 2024-04-01,-
MX,Durango,DK,2024-04-01 / 2024-04-01,136
MX,Tampico,DK,2024-04-01 / 2024-04-01,11
MX,Torreon,DK,2024-04-01 / 2024-04-01,93
MX,Chihuahua,DK,2024-04-01 / 2024-04-01,96
MX,Reynosa,DK,2024-04-01 / 2024-04-01,-
MX,Salamanca,DK,2024-04-01 / 2024-04-01,1
MX,San Luis Potosi,DK,2024-04-01 / 2024-04-01,87
MX,Irapuato,SME,2024-04-01 / 2024-04-01,481
MX,San Juan del Río,SME,2024-04-01 / 2024-04-01,420
MX,Queretaro,SME,2024-04-01 / 2024-04-01,2286
MX,Durango,SME,2024-04-01 / 2024-04-01,2369
MX,Reynosa,SME,2024-04-01 / 2024-04-01,0
MX,Monclova,SME,2024-04-01 / 2024-04-01,0
MX,Delicias,SME,2024-04-01 / 2024-04-01,416
MX,Victoria,SME,2024-04-01 / 2024-04-01,817
MX,Matamoros,SME,2024-04-01 / 2024-04-01,1166
MX,Aguascalientes,SME,2024-04-01 / 2024-04-01,1518
MX,Jaurez CHIH,SME,2024-04-01 / 2024-04-01,3594
MX,Chihuahua,SME,2024-04-01 / 2024-04-01,1770
MX,San Luis Potosi,SME,2024-04-01 / 2024-04-01,2062
MX,Torreon,SME,2024-04-01 / 2024-04-01,1893
MX,Saltillo,SME,2024-04-01 / 2024-04-01,829
MX,Zacatecas,SME,2024-04-01 / 2024-04-01,573
MX,Nuevo Laredo,SME,2024-04-01 / 2024-04-01,570
MX,Salamanca,SME,2024-04-01 / 2024-04-01,135
MX,Leon,DK,2024-04-01 / 2024-04-01,30
MX,Tampico,SME,2024-04-01 / 2024-04-01,1295
MX,Celaya,SME,2024-04-01 / 2024-04-01,606
MX,Leon,SME,2024-04-01 / 2024-04-01,1798
MX,Queretaro,DK,2024-04-01 / 2024-04-01,115
MX,Jaurez CHIH,DK,2024-04-01 / 2024-04-01,423
MX,Delicias,CKA,2024-04-01 / 2024-04-01,57
MX,San Miguel de Allende,CKA,2024-04-01 / 2024-04-01,0
MX,Delicias,KA,2024-04-01 / 2024-04-01,216
MX,Piedras Negras,KA,2024-04-01 / 2024-04-01,0
MX,San Juan del Río,KA,2024-04-01 / 2024-04-01,279
MX,Victoria,KA,2024-04-01 / 2024-04-01,1029
MX,Reynosa,KA,2024-04-01 / 2024-04-01,0
MX,Durango,KA,2024-04-01 / 2024-04-01,1354
MX,Zacatecas,KA,2024-04-01 / 2024-04-01,480
MX,Tampico,KA,2024-04-01 / 2024-04-01,1365
MX,San Miguel de Allende,KA,2024-04-01 / 2024-04-01,0
MX,Valles City,KA,2024-04-01 / 2024-04-01,-
MX,Matamoros,KA,2024-04-01 / 2024-04-01,1153
MX,Torreon,KA,2024-04-01 / 2024-04-01,2090
MX,Valles City,CKA,2024-04-01 / 2024-04-01,-
MX,Irapuato,CKA,2024-04-01 / 2024-04-01,113
MX,Salamanca,CKA,2024-04-01 / 2024-04-01,29
MX,Celaya,CKA,2024-04-01 / 2024-04-01,234
MX,Matamoros,CKA,2024-04-01 / 2024-04-01,314
MX,Piedras Negras,CKA,2024-04-01 / 2024-04-01,-
MX,Reynosa,CKA,2024-04-01 / 2024-04-01,0
MX,Nuevo Laredo,CKA,2024-04-01 / 2024-04-01,70
MX,Monclova,CKA,2024-04-01 / 2024-04-01,0
MX,Torreon,CKA,2024-04-01 / 2024-04-01,725
MX,Monterrey,SME,2024-04-01 / 2024-04-01,8475
MX,Durango,CKA,2024-04-01 / 2024-04-01,1406
MX,Chihuahua,CKA,2024-04-01 / 2024-04-01,2805
MX,San Juan del Río,CKA,2024-04-01 / 2024-04-01,48
MX,Jaurez CHIH,CKA,2024-04-01 / 2024-04-01,3489
MX,Victoria,CKA,2024-04-01 / 2024-04-01,192
MX,Saltillo,CKA,2024-04-01 / 2024-04-01,652
MX,Monterrey,CKA,2024-04-01 / 2024-04-01,6229
MX,Aguascalientes,CKA,2024-04-01 / 2024-04-01,580
MX,Zacatecas,CKA,2024-04-01 / 2024-04-01,144
MX,Tampico,CKA,2024-04-01 / 2024-04-01,672
MX,Jaurez CHIH,KA,2024-04-01 / 2024-04-01,3400
MX,Aguascalientes,KA,2024-04-01 / 2024-04-01,1016
MX,Monclova,KA,2024-04-01 / 2024-04-01,0
MX,San Luis Potosi,KA,2024-04-01 / 2024-04-01,1193
MX,Irapuato,KA,2024-04-01 / 2024-04-01,507
MX,Leon,KA,2024-04-01 / 2024-04-01,1613
MX,Nuevo Laredo,KA,2024-04-01 / 2024-04-01,1206
MX,Queretaro,KA,2024-04-01 / 2024-04-01,2374
MX,Celaya,KA,2024-04-01 / 2024-04-01,713
MX,Chihuahua,KA,2024-04-01 / 2024-04-01,1968
MX,Salamanca,KA,2024-04-01 / 2024-04-01,130
MX,Leon,CKA,2024-04-01 / 2024-04-01,649
MX,Queretaro,CKA,2024-04-01 / 2024-04-01,1482
MX,San Luis Potosi,CKA,2024-04-01 / 2024-04-01,648
MX,Saltillo,KA,2024-04-01 / 2024-04-01,2229
MX,Monterrey,DK,2024-04-01 / 2024-04-01,3076
MX,Monterrey,KA,2024-04-01 / 2024-04-01,17191
MX,Saltillo,DK,2024-04-01 / 2024-04-01,93
MX,Mexico City,SME,2024-04-01 / 2024-04-01,18662
MX,Mexico City,CKA,2024-04-01 / 2024-04-01,11650
MX,Mexico City,KA,2024-04-01 / 2024-04-01,36994
MX,Mexico City,DK,2024-04-01 / 2024-04-01,2126
MX,Toluca,SME,2024-04-01 / 2024-04-01,1774
MX,Toluca,CKA,2024-04-01 / 2024-04-01,1002
MX,Toluca,DK,2024-04-01 / 2024-04-01,171
MX,Toluca,KA,2024-04-01 / 2024-04-01,2657
CO,Valledupar,SME,2024-04-01 / 2024-04-01,0
CO,Santa marta,SME,2024-04-01 / 2024-04-01,0
CO,Ibagué,SME,2024-04-01 / 2024-04-01,0
CO,Pereira,SME,2024-04-01 / 2024-04-01,0
CO,Bucaramanga,SME,2024-04-01 / 2024-04-01,407
CO,Cúcuta,SME,2024-04-01 / 2024-04-01,48
CO,Villavicencio,SME,2024-04-01 / 2024-04-01,0
CO,Barranquilla,SME,2024-04-01 / 2024-04-01,1334
CO,Manizales,SME,2024-04-01 / 2024-04-01,0
CO,Cartagena,SME,2024-04-01 / 2024-04-01,76
CO,Cali,SME,2024-04-01 / 2024-04-01,2422
CO,Villavicencio,DK,2024-04-01 / 2024-04-01,-
CO,Valledupar,DK,2024-04-01 / 2024-04-01,-
CO,Cúcuta,DK,2024-04-01 / 2024-04-01,6
CO,Manizales,DK,2024-04-01 / 2024-04-01,-
CO,Ibagué,DK,2024-04-01 / 2024-04-01,-
CO,Pereira,DK,2024-04-01 / 2024-04-01,0
CO,Medellín,SME,2024-04-01 / 2024-04-01,4505
CO,Bogotá D.C.,SME,2024-04-01 / 2024-04-01,4752
CO,Manizales,KA,2024-04-01 / 2024-04-01,0
CO,Santa marta,KA,2024-04-01 / 2024-04-01,0
CO,Ibagué,KA,2024-04-01 / 2024-04-01,0
CO,Pereira,KA,2024-04-01 / 2024-04-01,0
CO,Barranquilla,DK,2024-04-01 / 2024-04-01,633
CO,Cúcuta,KA,2024-04-01 / 2024-04-01,130
CO,Cartagena,DK,2024-04-01 / 2024-04-01,9
CO,Cali,KA,2024-04-01 / 2024-04-01,2609
CO,Villavicencio,KA,2024-04-01 / 2024-04-01,0
CO,Santa marta,DK,2024-04-01 / 2024-04-01,0
CO,Barranquilla,KA,2024-04-01 / 2024-04-01,1426
CO,Bucaramanga,DK,2024-04-01 / 2024-04-01,90
CO,Valledupar,KA,2024-04-01 / 2024-04-01,0
CO,Cali,DK,2024-04-01 / 2024-04-01,326
CO,Medellín,DK,2024-04-01 / 2024-04-01,828
CO,Bogotá D.C.,DK,2024-04-01 / 2024-04-01,1556
CO,Bucaramanga,KA,2024-04-01 / 2024-04-01,432
CO,Medellín,KA,2024-04-01 / 2024-04-01,4324
CO,Cartagena,KA,2024-04-01 / 2024-04-01,219
CO,Bogotá D.C.,KA,2024-04-01 / 2024-04-01,6113
CO,Valledupar,CKA,2024-04-01 / 2024-04-01,0
CO,Santa marta,CKA,2024-04-01 / 2024-04-01,-
CO,Villavicencio,CKA,2024-04-01 / 2024-04-01,0
CO,Cúcuta,CKA,2024-04-01 / 2024-04-01,2
CO,Barranquilla,CKA,2024-04-01 / 2024-04-01,803
CO,Manizales,CKA,2024-04-01 / 2024-04-01,0
CO,Bucaramanga,CKA,2024-04-01 / 2024-04-01,277
CO,Medellín,CKA,2024-04-01 / 2024-04-01,3871
CO,Ibagué,CKA,2024-04-01 / 2024-04-01,0
CO,Cartagena,CKA,2024-04-01 / 2024-04-01,33
CO,Cali,CKA,2024-04-01 / 2024-04-01,1264
CO,Pereira,CKA,2024-04-01 / 2024-04-01,0
CO,Bogotá D.C.,CKA,2024-04-01 / 2024-04-01,5655
CR,Limon,SME,2024-04-01 / 2024-04-01,-
CR,Liberia,SME,2024-04-01 / 2024-04-01,-
CR,Liberia,CKA,2024-04-01 / 2024-04-01,-
CR,Limon,KA,2024-04-01 / 2024-04-01,-
CR,Liberia,KA,2024-04-01 / 2024-04-01,-
CR,San Jose,SME,2024-04-01 / 2024-04-01,2231
CR,Limon,CKA,2024-04-01 / 2024-04-01,-
CR,San Jose,KA,2024-04-01 / 2024-04-01,7150
CR,San Jose,CKA,2024-04-01 / 2024-04-01,2072
PE,Arequipa,SME,2024-04-01 / 2024-04-01,-
PE,Trujillo,SME,2024-04-01 / 2024-04-01,-
PE,Lima,SME,2024-04-01 / 2024-04-01,2068
PE,Arequipa,KA,2024-04-01 / 2024-04-01,-
PE,Trujillo,KA,2024-04-01 / 2024-04-01,-
PE,Lima,KA,2024-04-01 / 2024-04-01,2813
PE,Lima,DK,2024-04-01 / 2024-04-01,664
PE,Trujillo,CKA,2024-04-01 / 2024-04-01,-
PE,Arequipa,CKA,2024-04-01 / 2024-04-01,-
PE,Lima,CKA,2024-04-01 / 2024-04-01,1305
MX,Tlaxcala,DK,2024-03-01 / 2024-03-01,0
MX,Coatzacoalcos,DK,2024-03-01 / 2024-03-01,4
MX,Oaxaca,DK,2024-03-01 / 2024-03-01,50
MX,Uruapan,SME,2024-03-01 / 2024-03-01,0
MX,Apizaco,SME,2024-03-01 / 2024-03-01,-
MX,Comitan de Dominguez,SME,2024-03-01 / 2024-03-01,-
MX,Tapachula,DK,2024-03-01 / 2024-03-01,0
MX,Campeche,DK,2024-03-01 / 2024-03-01,2
MX,Chilpancingo de los Bravo,SME,2024-03-01 / 2024-03-01,-
MX,Orizaba,SME,2024-03-01 / 2024-03-01,0
MX,Minatitlan,SME,2024-03-01 / 2024-03-01,-
MX,Zamora,SME,2024-03-01 / 2024-03-01,-
MX,Las Choapas,SME,2024-03-01 / 2024-03-01,85
MX,Tulancingo,SME,2024-03-01 / 2024-03-01,-
MX,La Piedad,SME,2024-03-01 / 2024-03-01,-
MX,Abejones,SME,2024-03-01 / 2024-03-01,-
MX,Chetumal,DK,2024-03-01 / 2024-03-01,27
MX,Carmen,SME,2024-03-01 / 2024-03-01,151
MX,Cordoba,SME,2024-03-01 / 2024-03-01,465
MX,Solidaridad,DK,2024-03-01 / 2024-03-01,17
MX,Pachuca,DK,2024-03-01 / 2024-03-01,-
MX,Cordoba,DK,2024-03-01 / 2024-03-01,-
MX,Acapulco,DK,2024-03-01 / 2024-03-01,-
MX,Zamora,KA,2024-03-01 / 2024-03-01,-
MX,Veracruz,DK,2024-03-01 / 2024-03-01,13
MX,Villahermosa,DK,2024-03-01 / 2024-03-01,63
MX,Las Choapas,DK,2024-03-01 / 2024-03-01,-
MX,Poza Rica de Hidalgo,DK,2024-03-01 / 2024-03-01,-
MX,Tehuacan,DK,2024-03-01 / 2024-03-01,0
MX,Morelia,DK,2024-03-01 / 2024-03-01,44
MX,Xalapa,DK,2024-03-01 / 2024-03-01,17
MX,Campeche,SME,2024-03-01 / 2024-03-01,435
MX,Tlaxcala,SME,2024-03-01 / 2024-03-01,381
MX,Acapulco,SME,2024-03-01 / 2024-03-01,195
MX,Poza Rica de Hidalgo,SME,2024-03-01 / 2024-03-01,170
MX,Tapachula,SME,2024-03-01 / 2024-03-01,193
MX,Oaxaca,SME,2024-03-01 / 2024-03-01,1368
MX,Xalapa,SME,2024-03-01 / 2024-03-01,280
MX,Cancun,SME,2024-03-01 / 2024-03-01,1561
MX,Villahermosa,SME,2024-03-01 / 2024-03-01,1407
MX,Morelia,SME,2024-03-01 / 2024-03-01,2097
MX,Coatzacoalcos,SME,2024-03-01 / 2024-03-01,188
MX,Tehuacan,SME,2024-03-01 / 2024-03-01,245
MX,Chetumal,SME,2024-03-01 / 2024-03-01,175
MX,Puebla,SME,2024-03-01 / 2024-03-01,2906
MX,Solidaridad,SME,2024-03-01 / 2024-03-01,211
MX,Merida,SME,2024-03-01 / 2024-03-01,1284
MX,San Cristobal de las Casas,SME,2024-03-01 / 2024-03-01,196
MX,Veracruz,SME,2024-03-01 / 2024-03-01,1123
MX,Pachuca,SME,2024-03-01 / 2024-03-01,479
MX,Cuernavaca,SME,2024-03-01 / 2024-03-01,1741
MX,Tuxtla Gutierrez,SME,2024-03-01 / 2024-03-01,1756
MX,Cuernavaca,DK,2024-03-01 / 2024-03-01,40
MX,Poza Rica de Hidalgo,CKA,2024-03-01 / 2024-03-01,15
MX,Las Choapas,CKA,2024-03-01 / 2024-03-01,10
MX,Acapulco,CKA,2024-03-01 / 2024-03-01,25
MX,Cancun,DK,2024-03-01 / 2024-03-01,132
MX,Tulancingo,KA,2024-03-01 / 2024-03-01,-
MX,San Cristobal de las Casas,KA,2024-03-01 / 2024-03-01,202
MX,Comitan de Dominguez,KA,2024-03-01 / 2024-03-01,0
MX,Poza Rica de Hidalgo,KA,2024-03-01 / 2024-03-01,142
MX,Campeche,KA,2024-03-01 / 2024-03-01,274
MX,Tehuacan,KA,2024-03-01 / 2024-03-01,208
MX,Tapachula,KA,2024-03-01 / 2024-03-01,266
MX,Chilpancingo de los Bravo,KA,2024-03-01 / 2024-03-01,0
MX,Chilpancingo de los Bravo,CKA,2024-03-01 / 2024-03-01,-
MX,Chetumal,KA,2024-03-01 / 2024-03-01,376
MX,Tlaxcala,KA,2024-03-01 / 2024-03-01,322
MX,Las Choapas,KA,2024-03-01 / 2024-03-01,101
MX,Oaxaca,KA,2024-03-01 / 2024-03-01,991
MX,Tuxtla Gutierrez,KA,2024-03-01 / 2024-03-01,1521
MX,Pachuca,KA,2024-03-01 / 2024-03-01,471
MX,Coatzacoalcos,KA,2024-03-01 / 2024-03-01,481
MX,Uruapan,KA,2024-03-01 / 2024-03-01,0
MX,Carmen,KA,2024-03-01 / 2024-03-01,409
MX,Cordoba,KA,2024-03-01 / 2024-03-01,560
MX,Villahermosa,KA,2024-03-01 / 2024-03-01,1834
MX,Tehuacan,CKA,2024-03-01 / 2024-03-01,43
MX,Uruapan,CKA,2024-03-01 / 2024-03-01,0
MX,Coatzacoalcos,CKA,2024-03-01 / 2024-03-01,60
MX,Zamora,CKA,2024-03-01 / 2024-03-01,-
MX,Solidaridad,CKA,2024-03-01 / 2024-03-01,47
MX,Chetumal,CKA,2024-03-01 / 2024-03-01,0
MX,Tuxtla Gutierrez,CKA,2024-03-01 / 2024-03-01,228
MX,Carmen,CKA,2024-03-01 / 2024-03-01,13
MX,Villahermosa,CKA,2024-03-01 / 2024-03-01,1427
MX,Cancun,CKA,2024-03-01 / 2024-03-01,1139
MX,Campeche,CKA,2024-03-01 / 2024-03-01,29
MX,Tapachula,CKA,2024-03-01 / 2024-03-01,21
MX,Oaxaca,CKA,2024-03-01 / 2024-03-01,1094
MX,Cuernavaca,CKA,2024-03-01 / 2024-03-01,1071
MX,Tlaxcala,CKA,2024-03-01 / 2024-03-01,54
MX,Morelia,CKA,2024-03-01 / 2024-03-01,964
MX,Pachuca,CKA,2024-03-01 / 2024-03-01,196
MX,San Cristobal de las Casas,CKA,2024-03-01 / 2024-03-01,17
MX,Xalapa,CKA,2024-03-01 / 2024-03-01,54
MX,Comitan de Dominguez,CKA,2024-03-01 / 2024-03-01,-
MX,Cordoba,CKA,2024-03-01 / 2024-03-01,94
MX,Veracruz,CKA,2024-03-01 / 2024-03-01,428
MX,Cuernavaca,KA,2024-03-01 / 2024-03-01,2316
MX,Acapulco,KA,2024-03-01 / 2024-03-01,576
MX,Xalapa,KA,2024-03-01 / 2024-03-01,452
MX,Cancun,KA,2024-03-01 / 2024-03-01,2454
MX,Morelia,KA,2024-03-01 / 2024-03-01,1003
MX,Veracruz,KA,2024-03-01 / 2024-03-01,1228
MX,Solidaridad,KA,2024-03-01 / 2024-03-01,371
MX,Puebla,CKA,2024-03-01 / 2024-03-01,2056
MX,Merida,CKA,2024-03-01 / 2024-03-01,616
MX,Merida,DK,2024-03-01 / 2024-03-01,83
MX,Puebla,KA,2024-03-01 / 2024-03-01,3780
MX,Puebla,DK,2024-03-01 / 2024-03-01,337
MX,Merida,KA,2024-03-01 / 2024-03-01,1884
MX,Navojoa,SME,2024-03-01 / 2024-03-01,248
MX,Guaymas,SME,2024-03-01 / 2024-03-01,0
MX,Ciudad Obregon,DK,2024-03-01 / 2024-03-01,2
MX,Mazatlan,DK,2024-03-01 / 2024-03-01,19
MX,Tijuana,DK,2024-03-01 / 2024-03-01,125
MX,Culiacan,DK,2024-03-01 / 2024-03-01,62
MX,Puerto Vallarta,DK,2024-03-01 / 2024-03-01,19
MX,Mexicali,DK,2024-03-01 / 2024-03-01,356
MX,Ensenada,DK,2024-03-01 / 2024-03-01,77
MX,Los Mochis-Guasave,DK,2024-03-01 / 2024-03-01,35
MX,Los Cabos,DK,2024-03-01 / 2024-03-01,4
MX,Tepic,DK,2024-03-01 / 2024-03-01,85
MX,Nogales(SON),DK,2024-03-01 / 2024-03-01,-
MX,Manzanillo,SME,2024-03-01 / 2024-03-01,426
MX,Mazatlan,SME,2024-03-01 / 2024-03-01,921
MX,Mexicali,SME,2024-03-01 / 2024-03-01,3988
MX,Nogales(SON),SME,2024-03-01 / 2024-03-01,0
MX,Puerto Vallarta,SME,2024-03-01 / 2024-03-01,697
MX,Guadalajara,SME,2024-03-01 / 2024-03-01,11503
MX,Ciudad Obregon,SME,2024-03-01 / 2024-03-01,993
MX,Colima,SME,2024-03-01 / 2024-03-01,1038
MX,Ensenada,SME,2024-03-01 / 2024-03-01,2133
MX,Tijuana,SME,2024-03-01 / 2024-03-01,2921
MX,Tepic,SME,2024-03-01 / 2024-03-01,1609
MX,Los Cabos,SME,2024-03-01 / 2024-03-01,715
MX,Hermosillo,SME,2024-03-01 / 2024-03-01,1701
MX,Los Mochis-Guasave,SME,2024-03-01 / 2024-03-01,841
MX,La Paz,SME,2024-03-01 / 2024-03-01,950
MX,La Paz,DK,2024-03-01 / 2024-03-01,91
MX,Colima,DK,2024-03-01 / 2024-03-01,62
MX,Culiacan,SME,2024-03-01 / 2024-03-01,1899
MX,Los Cabos,CKA,2024-03-01 / 2024-03-01,194
MX,Ciudad Obregon,KA,2024-03-01 / 2024-03-01,674
MX,Los Cabos,KA,2024-03-01 / 2024-03-01,634
MX,Navojoa,KA,2024-03-01 / 2024-03-01,207
MX,Guaymas,KA,2024-03-01 / 2024-03-01,0
MX,Los Mochis-Guasave,KA,2024-03-01 / 2024-03-01,665
MX,Hermosillo,DK,2024-03-01 / 2024-03-01,21
MX,Nogales(SON),KA,2024-03-01 / 2024-03-01,0
MX,La Paz,KA,2024-03-01 / 2024-03-01,745
MX,Manzanillo,CKA,2024-03-01 / 2024-03-01,130
MX,Colima,CKA,2024-03-01 / 2024-03-01,132
MX,La Paz,CKA,2024-03-01 / 2024-03-01,139
MX,Puerto Vallarta,CKA,2024-03-01 / 2024-03-01,133
MX,Nogales(SON),CKA,2024-03-01 / 2024-03-01,0
MX,Ensenada,CKA,2024-03-01 / 2024-03-01,662
MX,Guaymas,CKA,2024-03-01 / 2024-03-01,0
MX,Navojoa,CKA,2024-03-01 / 2024-03-01,26
MX,Ciudad Obregon,CKA,2024-03-01 / 2024-03-01,578
MX,Tepic,CKA,2024-03-01 / 2024-03-01,658
MX,Mazatlan,CKA,2024-03-01 / 2024-03-01,472
MX,Culiacan,CKA,2024-03-01 / 2024-03-01,2290
MX,Tijuana,CKA,2024-03-01 / 2024-03-01,1879
MX,Los Mochis-Guasave,CKA,2024-03-01 / 2024-03-01,369
MX,Hermosillo,CKA,2024-03-01 / 2024-03-01,1306
MX,Mazatlan,KA,2024-03-01 / 2024-03-01,1130
MX,Tepic,KA,2024-03-01 / 2024-03-01,1054
MX,Culiacan,KA,2024-03-01 / 2024-03-01,1985
MX,Tijuana,KA,2024-03-01 / 2024-03-01,3494
MX,Ensenada,KA,2024-03-01 / 2024-03-01,1021
MX,Puerto Vallarta,KA,2024-03-01 / 2024-03-01,609
MX,Colima,KA,2024-03-01 / 2024-03-01,861
MX,Manzanillo,KA,2024-03-01 / 2024-03-01,483
MX,Mexicali,KA,2024-03-01 / 2024-03-01,3192
MX,Hermosillo,KA,2024-03-01 / 2024-03-01,1388
MX,Guadalajara,CKA,2024-03-01 / 2024-03-01,8547
MX,Mexicali,CKA,2024-03-01 / 2024-03-01,3192
MX,Guadalajara,KA,2024-03-01 / 2024-03-01,9323
MX,Guadalajara,DK,2024-03-01 / 2024-03-01,984
MX,San Miguel de Allende,SME,2024-03-01 / 2024-03-01,0
MX,Guanajuato,SME,2024-03-01 / 2024-03-01,-
MX,Valles City,SME,2024-03-01 / 2024-03-01,-
MX,Nuevo Laredo,DK,2024-03-01 / 2024-03-01,28
MX,Matamoros,DK,2024-03-01 / 2024-03-01,3
MX,Irapuato,DK,2024-03-01 / 2024-03-01,-
MX,Aguascalientes,DK,2024-03-01 / 2024-03-01,15
MX,Celaya,DK,2024-03-01 / 2024-03-01,1
MX,San Juan del Río,DK,2024-03-01 / 2024-03-01,0
MX,Victoria,DK,2024-03-01 / 2024-03-01,8
MX,Piedras Negras,SME,2024-03-01 / 2024-03-01,-
MX,Durango,DK,2024-03-01 / 2024-03-01,134
MX,Tampico,DK,2024-03-01 / 2024-03-01,17
MX,Torreon,DK,2024-03-01 / 2024-03-01,109
MX,Chihuahua,DK,2024-03-01 / 2024-03-01,107
MX,Reynosa,DK,2024-03-01 / 2024-03-01,-
MX,Salamanca,DK,2024-03-01 / 2024-03-01,2
MX,San Luis Potosi,DK,2024-03-01 / 2024-03-01,92
MX,Chihuahua,SME,2024-03-01 / 2024-03-01,1821
MX,Jaurez CHIH,SME,2024-03-01 / 2024-03-01,3570
MX,San Juan del Río,SME,2024-03-01 / 2024-03-01,410
MX,Irapuato,SME,2024-03-01 / 2024-03-01,510
MX,Torreon,SME,2024-03-01 / 2024-03-01,1931
MX,Matamoros,SME,2024-03-01 / 2024-03-01,1128
MX,Monclova,SME,2024-03-01 / 2024-03-01,0
MX,Queretaro,SME,2024-03-01 / 2024-03-01,2263
MX,Zacatecas,SME,2024-03-01 / 2024-03-01,598
MX,Aguascalientes,SME,2024-03-01 / 2024-03-01,1494
MX,Durango,SME,2024-03-01 / 2024-03-01,2415
MX,Victoria,SME,2024-03-01 / 2024-03-01,765
MX,Nuevo Laredo,SME,2024-03-01 / 2024-03-01,550
MX,Delicias,SME,2024-03-01 / 2024-03-01,427
MX,Reynosa,SME,2024-03-01 / 2024-03-01,0
MX,Tampico,SME,2024-03-01 / 2024-03-01,1242
MX,Leon,SME,2024-03-01 / 2024-03-01,1841
MX,San Luis Potosi,SME,2024-03-01 / 2024-03-01,2111
MX,Salamanca,SME,2024-03-01 / 2024-03-01,131
MX,Saltillo,SME,2024-03-01 / 2024-03-01,906
MX,Leon,DK,2024-03-01 / 2024-03-01,34
MX,Celaya,SME,2024-03-01 / 2024-03-01,632
MX,Queretaro,DK,2024-03-01 / 2024-03-01,106
MX,Jaurez CHIH,DK,2024-03-01 / 2024-03-01,394
MX,Delicias,CKA,2024-03-01 / 2024-03-01,55
MX,San Miguel de Allende,CKA,2024-03-01 / 2024-03-01,0
MX,Piedras Negras,KA,2024-03-01 / 2024-03-01,0
MX,San Juan del Río,KA,2024-03-01 / 2024-03-01,283
MX,Delicias,KA,2024-03-01 / 2024-03-01,218
MX,Victoria,KA,2024-03-01 / 2024-03-01,1018
MX,Reynosa,KA,2024-03-01 / 2024-03-01,0
MX,Jaurez CHIH,KA,2024-03-01 / 2024-03-01,3294
MX,Durango,KA,2024-03-01 / 2024-03-01,1423
MX,Valles City,KA,2024-03-01 / 2024-03-01,-
MX,Torreon,KA,2024-03-01 / 2024-03-01,2156
MX,Zacatecas,KA,2024-03-01 / 2024-03-01,506
MX,Matamoros,KA,2024-03-01 / 2024-03-01,1115
MX,San Miguel de Allende,KA,2024-03-01 / 2024-03-01,0
MX,Tampico,KA,2024-03-01 / 2024-03-01,1320
MX,Valles City,CKA,2024-03-01 / 2024-03-01,-
MX,Irapuato,CKA,2024-03-01 / 2024-03-01,114
MX,Salamanca,CKA,2024-03-01 / 2024-03-01,33
MX,Celaya,CKA,2024-03-01 / 2024-03-01,245
MX,Nuevo Laredo,CKA,2024-03-01 / 2024-03-01,82
MX,Reynosa,CKA,2024-03-01 / 2024-03-01,0
MX,Matamoros,CKA,2024-03-01 / 2024-03-01,298
MX,Piedras Negras,CKA,2024-03-01 / 2024-03-01,-
MX,Torreon,CKA,2024-03-01 / 2024-03-01,738
MX,Monclova,CKA,2024-03-01 / 2024-03-01,0
MX,Monterrey,SME,2024-03-01 / 2024-03-01,8181
MX,Chihuahua,CKA,2024-03-01 / 2024-03-01,2927
MX,Durango,CKA,2024-03-01 / 2024-03-01,1535
MX,San Juan del Río,CKA,2024-03-01 / 2024-03-01,47
MX,Victoria,CKA,2024-03-01 / 2024-03-01,201
MX,Jaurez CHIH,CKA,2024-03-01 / 2024-03-01,3632
MX,Saltillo,CKA,2024-03-01 / 2024-03-01,708
MX,Monterrey,CKA,2024-03-01 / 2024-03-01,6712
MX,Aguascalientes,CKA,2024-03-01 / 2024-03-01,622
MX,Zacatecas,CKA,2024-03-01 / 2024-03-01,154
MX,Tampico,CKA,2024-03-01 / 2024-03-01,674
MX,Irapuato,KA,2024-03-01 / 2024-03-01,533
MX,Celaya,KA,2024-03-01 / 2024-03-01,753
MX,Aguascalientes,KA,2024-03-01 / 2024-03-01,989
MX,Queretaro,KA,2024-03-01 / 2024-03-01,2446
MX,Monclova,KA,2024-03-01 / 2024-03-01,0
MX,Nuevo Laredo,KA,2024-03-01 / 2024-03-01,1169
MX,Leon,KA,2024-03-01 / 2024-03-01,1678
MX,Chihuahua,KA,2024-03-01 / 2024-03-01,2086
MX,Salamanca,KA,2024-03-01 / 2024-03-01,129
